Target_Class,Target_Class_CN,Site_Month,Site_ID,YearMonth,Month,n_all_valid_hours,Macro_Mean_SiteMonth_AllValid,Macro_SD_SiteMonth_AllValid,Target_n_hours,Normal_n_hours_for_pair,Target_Macro_SD,Normal_Macro_SD_for_pair,Pass_Hours,Pass_Target_Macro_SD,Pass_Normal_Macro_SD,Pass_Hours_Plus_Macro_SD
Mild,轻度干旱,95332243_2025-05,95332243,2025-05,5,744,21.122913011940575,3.309255861700542,0,288,,3.5084814658804175,False,False,True,False
Mild,轻度干旱,95332243_2025-06,95332243,2025-06,6,720,25.233465870221455,2.8912864556658096,144,408,2.759363328028181,2.711181841561585,True,True,True,True
Mild,轻度干旱,95332243_2025-07,95332243,2025-07,7,744,26.519595807598485,3.2640186362657913,216,72,3.1953862323584197,3.2758222577437652,True,True,True,True
Mild,轻度干旱,95332243_2025-08,95332243,2025-08,8,744,27.50765795605157,3.2366249140179786,144,264,3.196453295920799,3.060944479079185,True,True,True,True
Mild,轻度干旱,95332243_2025-09,95332243,2025-09,9,720,26.721657715903387,3.200081263937634,72,432,2.4584725733517274,3.2856594084894746,True,True,True,True
Mild,轻度干旱,95332243_2025-10,95332243,2025-10,10,744,22.357619272765294,6.399925072360093,0,648,,6.309601071440093,False,False,True,False
Mild,轻度干旱,95332243_2025-11,95332243,2025-11,11,720,13.158644380503231,5.0344926288130925,0,456,,5.12440595287004,False,False,True,False
Mild,轻度干旱,95332243_2025-12,95332243,2025-12,12,736,11.00243652062035,4.824764264619045,400,72,4.779981199477399,4.7825850709052515,True,True,True,True
Mild,轻度干旱,95332244_2025-01,95332244,2025-01,1,288,12.436051400585306,5.8202391863261775,96,0,4.733426522281072,,False,True,False,False
Mild,轻度干旱,95332244_2025-02,95332244,2025-02,2,672,10.557748400395559,4.841085324867773,192,48,5.834593002637201,2.8123836736800065,False,True,True,False
Mild,轻度干旱,95332244_2025-03,95332244,2025-03,3,744,14.718640133898745,6.790473181370063,0,96,,2.383451619646204,False,False,True,False
Mild,轻度干旱,95332244_2025-04,95332244,2025-04,4,720,19.854100518094167,4.6792875030578225,168,312,5.295153681942392,4.482860765575838,True,True,True,True
Mild,轻度干旱,95332244_2025-05,95332244,2025-05,5,744,22.295412801927135,3.2979093101714247,312,408,3.471221082490255,3.241251108974469,True,True,True,True
Mild,轻度干旱,95332244_2025-06,95332244,2025-06,6,720,25.691432995266386,2.751999357842604,192,408,2.699030741129827,2.511159716029404,True,True,True,True
Mild,轻度干旱,95332244_2025-07,95332244,2025-07,7,744,26.67924279038624,2.853110353532558,48,120,1.7214202565034236,2.7426373305709606,False,True,True,False
Mild,轻度干旱,95332244_2025-08,95332244,2025-08,8,744,26.27934993210659,2.8965691528366677,144,312,3.125664458234144,2.8601916118999466,True,True,True,True
Mild,轻度干旱,95332244_2025-09,95332244,2025-09,9,720,26.625599283642238,3.0654123064291894,96,624,2.3978563346533632,3.122276153698257,True,True,True,True
Mild,轻度干旱,95332244_2025-10,95332244,2025-10,10,744,23.616166773662773,6.029932705766236,0,432,,5.161184775452099,False,False,True,False
Mild,轻度干旱,95332244_2025-11,95332244,2025-11,11,720,14.845490651660496,5.284622493536531,48,528,5.298172299685473,5.637635842246726,False,True,True,False
Mild,轻度干旱,95332244_2025-12,95332244,2025-12,12,736,13.673308477291595,4.958425551830839,448,216,5.085658996485224,4.30712566149735,True,True,True,True
Moderate,中度干旱,95332217_2025-01,95332217,2025-01,1,288,10.921850557128588,5.083580236928944,48,0,3.916915487751499,,False,True,False,False
Moderate,中度干旱,95332217_2025-02,95332217,2025-02,2,672,11.683076875550407,4.584711208626348,144,96,3.7338247438600574,3.865178365047022,True,True,True,True
Moderate,中度干旱,95332217_2025-03,95332217,2025-03,3,744,15.378106017907461,6.179776211504349,24,168,3.1183185697491935,8.198576497617145,False,True,True,False
Moderate,中度干旱,95332217_2025-04,95332217,2025-04,4,720,19.082241796122656,4.650550389367158,72,288,4.916215409728127,4.497365747736829,True,True,True,True
Moderate,中度干旱,95332217_2025-05,95332217,2025-05,5,744,21.372414230018535,3.5187042301924563,192,264,3.3041837013067936,3.5664912411564305,True,True,True,True
Moderate,中度干旱,95332217_2025-06,95332217,2025-06,6,720,24.794419662157694,3.023631919781727,168,0,2.9770641865330183,,False,True,False,False
Moderate,中度干旱,95332217_2025-07,95332217,2025-07,7,744,25.467530904277677,3.143632438941689,48,144,3.8020754223538744,1.9093716735884412,False,True,True,False
Moderate,中度干旱,95332217_2025-08,95332217,2025-08,8,744,24.751334172423167,2.9826898822770684,0,384,,3.1561727585867487,False,False,True,False
Moderate,中度干旱,95332217_2025-09,95332217,2025-09,9,720,24.464279429117838,2.696390687138452,0,336,,2.670464658517501,False,False,True,False
Moderate,中度干旱,95332217_2025-10,95332217,2025-10,10,744,21.926217684181786,4.530796001028743,0,144,,2.694340667932649,False,False,True,False
Moderate,中度干旱,95332217_2025-11,95332217,2025-11,11,720,15.1862947040134,4.8134959534997135,0,624,,5.073895340694955,False,False,True,False
Moderate,中度干旱,95332217_2025-12,95332217,2025-12,12,736,13.20269292463427,4.389171189426762,0,696,,4.448535615243423,False,False,True,False
Moderate,中度干旱,95332218_2025-01,95332218,2025-01,1,288,11.650895154310597,5.296457857550566,144,0,5.161648556527771,,False,True,False,False
Moderate,中度干旱,95332218_2025-02,95332218,2025-02,2,672,12.206924197042273,4.46024170439236,48,72,4.538220841988212,3.0257051085855675,False,True,True,False
Moderate,中度干旱,95332218_2025-03,95332218,2025-03,3,744,15.693939992176588,5.7793420153162485,0,168,,7.377104191411431,False,False,True,False
Moderate,中度干旱,95332218_2025-04,95332218,2025-04,4,720,19.152977471881442,4.6188551942591145,168,192,5.050084368560472,4.3796185055663015,True,True,True,True
Moderate,中度干旱,95332218_2025-05,95332218,2025-05,5,744,21.380583752867995,3.373765001961351,48,504,2.1191226393333484,3.5527610758016936,False,True,True,False
Moderate,中度干旱,95332218_2025-06,95332218,2025-06,6,720,24.468871710035536,2.76447665216534,48,264,3.0816730298762267,2.157362158948675,False,True,True,False
Moderate,中度干旱,95332218_2025-07,95332218,2025-07,7,744,25.15642753724129,2.8883154577621024,144,144,3.4955878466766745,1.7675970195806185,True,True,True,True
Moderate,中度干旱,95332218_2025-08,95332218,2025-08,8,744,24.513709214425855,2.865443751442314,0,336,,3.114549643723243,False,False,True,False
Moderate,中度干旱,95332218_2025-09,95332218,2025-09,9,720,24.462063174777562,2.757292412365342,0,384,,2.7660452016642534,False,False,True,False
Moderate,中度干旱,95332218_2025-10,95332218,2025-10,10,744,22.635026165234144,4.234351774319348,0,336,,3.819377490333783,False,False,True,False
Moderate,中度干旱,95332218_2025-11,95332218,2025-11,11,720,16.302717245287365,4.902091771312128,0,528,,4.558411873367475,False,False,True,False
Moderate,中度干旱,95332218_2025-12,95332218,2025-12,12,736,14.132138959091643,4.480368821522426,0,736,,4.480368821522426,False,False,True,False
Moderate,中度干旱,95332219_2025-01,95332219,2025-01,1,288,10.94745140315758,5.348418608430845,192,0,5.6300798691380525,,False,True,False,False
Moderate,中度干旱,95332219_2025-02,95332219,2025-02,2,672,11.408729652475033,4.606591400103291,0,120,,3.73458442681346,False,False,True,False
Moderate,中度干旱,95332219_2025-03,95332219,2025-03,3,744,14.996367199446565,6.052401295280215,0,192,,7.889013959784395,False,False,True,False
Moderate,中度干旱,95332219_2025-04,95332219,2025-04,4,720,18.778096829520333,4.5667076631229495,168,192,5.224465275392561,4.404784594359113,True,True,True,True
Moderate,中度干旱,95332219_2025-05,95332219,2025-05,5,744,21.04312890575778,3.2961131092075706,0,480,,3.4220565596875443,False,False,True,False
Moderate,中度干旱,95332219_2025-06,95332219,2025-06,6,720,24.18770851559109,2.8085758271466137,144,48,3.038612353248904,2.441902351975861,False,True,True,False
Moderate,中度干旱,95332219_2025-07,95332219,2025-07,7,744,24.912197666783488,2.9165590167484488,48,216,3.2581843177035803,2.4665926497045967,False,True,True,False
Moderate,中度干旱,95332219_2025-08,95332219,2025-08,8,744,24.33451787887081,2.929888036373893,48,312,2.7023643185914046,3.045345004423252,False,True,True,False
Moderate,中度干旱,95332219_2025-09,95332219,2025-09,9,720,24.237266625298393,2.691623388171205,0,480,,2.7461596979417537,False,False,True,False
Moderate,中度干旱,95332219_2025-10,95332219,2025-10,10,744,21.983364966607862,4.646852672203431,0,744,,4.646852672203431,False,False,True,False
Moderate,中度干旱,95332219_2025-11,95332219,2025-11,11,720,15.214422414037916,4.936669578661229,0,240,,4.127611815353312,False,False,True,False
Moderate,中度干旱,95332219_2025-12,95332219,2025-12,12,736,13.566295283644095,4.442608123112838,0,720,,4.479498917815671,False,False,True,False
Moderate,中度干旱,95332220_2025-01,95332220,2025-01,1,288,11.621116768982676,5.37602012779021,144,0,5.230636178927571,,False,True,False,False
Moderate,中度干旱,95332220_2025-02,95332220,2025-02,2,672,10.431207981636925,4.691768149534859,336,48,4.4972041076674145,2.451141953926257,False,True,True,False
Moderate,中度干旱,95332220_2025-03,95332220,2025-03,3,744,14.08571211881535,6.519495381860264,48,120,2.7091753032886214,6.83472280215117,False,True,True,False
Moderate,中度干旱,95332220_2025-04,95332220,2025-04,4,720,19.069527492920557,4.525530160909401,0,240,,4.430597708107617,False,False,True,False
Moderate,中度干旱,95332220_2025-05,95332220,2025-05,5,744,21.35154676950106,3.225748226369624,0,600,,3.1262485708319163,False,False,True,False
Moderate,中度干旱,95332220_2025-06,95332220,2025-06,6,720,24.605020798577204,2.6250728288357528,48,624,2.372368900546129,2.6495367743039595,False,True,True,False
Moderate,中度干旱,95332220_2025-07,95332220,2025-07,7,744,25.436089313158426,2.6847816055876383,0,408,,2.7719001961622047,False,False,True,False
Moderate,中度干旱,95332220_2025-08,95332220,2025-08,8,744,24.920232239589897,2.7046832056964627,0,360,,2.774038042898192,False,False,True,False
Moderate,中度干旱,95332220_2025-09,95332220,2025-09,9,720,24.975678083631728,2.6926704571312707,48,312,2.013809461330763,2.7091887006952295,False,True,True,False
Moderate,中度干旱,95332220_2025-10,95332220,2025-10,10,744,22.348580926977178,5.3112232182378545,0,576,,5.112630554015286,False,False,True,False
Moderate,中度干旱,95332220_2025-11,95332220,2025-11,11,720,14.890984910726548,4.88112264471118,0,648,,5.115657600829952,False,False,True,False
Moderate,中度干旱,95332220_2025-12,95332220,2025-12,12,736,13.214247145730516,4.544150513608432,0,688,,4.56643225114436,False,False,True,False
Moderate,中度干旱,95332221_2025-01,95332221,2025-01,1,288,10.179364634212106,5.192219686495741,240,0,5.2533100645510045,,False,True,False,False
Moderate,中度干旱,95332221_2025-02,95332221,2025-02,2,672,9.149030774097247,4.231987875625101,48,72,4.317374344114178,2.4122235270556933,False,True,True,False
Moderate,中度干旱,95332221_2025-03,95332221,2025-03,3,744,13.861152626493926,6.774743617129564,48,288,4.394077975599816,6.094998329668901,False,True,True,False
Moderate,中度干旱,95332221_2025-04,95332221,2025-04,4,720,18.643078921900855,4.634040202740511,0,456,,4.767769866869098,False,False,True,False
Moderate,中度干旱,95332221_2025-05,95332221,2025-05,5,744,21.61368817155079,3.3825563244816266,48,552,4.071775176877028,3.181911528612169,False,True,True,False
Moderate,中度干旱,95332221_2025-06,95332221,2025-06,6,720,25.534388144810993,3.0950441341740533,72,480,3.675076536476318,2.8479560625631817,True,True,True,True
Moderate,中度干旱,95332221_2025-07,95332221,2025-07,7,744,26.276867517860985,3.1708845232214773,168,360,3.6802547749184016,2.544815128216244,True,True,True,True
Moderate,中度干旱,95332221_2025-08,95332221,2025-08,8,744,26.822586392843593,3.0877158410058114,264,120,2.9336923476127312,3.120744637116055,True,True,True,True
Moderate,中度干旱,95332221_2025-09,95332221,2025-09,9,720,26.43559548060099,3.1535887431431373,120,480,3.190965092336254,3.138179902670893,True,True,True,True
Moderate,中度干旱,95332221_2025-10,95332221,2025-10,10,744,22.75324784043015,5.889837808262021,0,408,,5.188360004646508,False,False,True,False
Moderate,中度干旱,95332221_2025-11,95332221,2025-11,11,720,14.144375741481781,4.888946060890185,0,240,,4.401119102196795,False,False,True,False
Moderate,中度干旱,95332221_2025-12,95332221,2025-12,12,736,12.179029829800129,4.582033008148162,288,168,4.8037268519277765,4.085810797981724,True,True,True,True
Moderate,中度干旱,95332222_2025-01,95332222,2025-01,1,288,10.413353085647234,5.1195019885427735,240,0,5.180629818835361,,False,True,False,False
Moderate,中度干旱,95332222_2025-02,95332222,2025-02,2,672,9.443502166496945,4.204402198992014,144,48,5.14914807272668,1.433877527244368,False,True,True,False
Moderate,中度干旱,95332222_2025-03,95332222,2025-03,3,744,14.090014780721356,6.760671329117108,48,264,4.459752571401138,5.923119864141103,False,True,True,False
Moderate,中度干旱,95332222_2025-04,95332222,2025-04,4,720,18.849158024787904,4.6123311824611255,0,432,,4.7041235463451505,False,False,True,False
Moderate,中度干旱,95332222_2025-05,95332222,2025-05,5,744,21.784712617115307,3.3516446808337963,24,528,3.6825520257886866,3.1988854978330985,False,True,True,False
Moderate,中度干旱,95332222_2025-06,95332222,2025-06,6,720,25.735589848624336,3.0718564354918407,48,456,3.5985825078653595,2.8302270666397455,False,True,True,False
Moderate,中度干旱,95332222_2025-07,95332222,2025-07,7,744,26.42737627285783,3.1528718237338,168,336,3.6661416468455736,2.539320800134665,True,True,True,True
Moderate,中度干旱,95332222_2025-08,95332222,2025-08,8,744,27.01727932499301,3.0647698763503293,192,120,3.1224135254012344,3.151939853955981,True,True,True,True
Moderate,中度干旱,95332222_2025-09,95332222,2025-09,9,720,26.602888753679064,3.0943924661170383,96,360,3.1603228289379532,3.158679029343178,True,True,True,True
Moderate,中度干旱,95332222_2025-10,95332222,2025-10,10,744,22.942246806237005,5.859629544257454,0,360,,3.5487726597582805,False,False,True,False
Moderate,中度干旱,95332222_2025-11,95332222,2025-11,11,720,14.386468299892213,4.822458693639265,0,240,,4.326936365745124,False,False,True,False
Moderate,中度干旱,95332222_2025-12,95332222,2025-12,12,736,12.428403569304425,4.495740468329915,264,168,4.656326458555315,3.881274560573328,True,True,True,True
Moderate,中度干旱,95332223_2025-01,95332223,2025-01,1,288,10.352453565018045,5.151280057435892,264,0,5.102327916398107,,False,True,False,False
Moderate,中度干旱,95332223_2025-02,95332223,2025-02,2,672,9.658273275719868,4.247669350062525,96,72,4.290769892796334,2.1630930499335785,True,True,True,True
Moderate,中度干旱,95332223_2025-03,95332223,2025-03,3,744,14.049587199764867,6.614815472327452,48,240,4.594580475960082,5.7789329084979615,False,True,True,False
Moderate,中度干旱,95332223_2025-04,95332223,2025-04,4,720,18.587981810834673,4.67998996394917,120,408,3.8147311886205433,4.624560778507007,True,True,True,True
Moderate,中度干旱,95332223_2025-05,95332223,2025-05,5,744,21.415944765972835,3.3941337933528777,0,528,,3.366736100367444,False,False,True,False
Moderate,中度干旱,95332223_2025-06,95332223,2025-06,6,720,25.391454667515227,3.096438781727587,96,408,3.3606021059658207,2.8526519316227454,True,True,True,True
Moderate,中度干旱,95332223_2025-07,95332223,2025-07,7,744,26.01049961838671,3.1218073390072685,120,312,3.7694016894575224,2.4802351528110265,True,True,True,True
Moderate,中度干旱,95332223_2025-08,95332223,2025-08,8,744,26.408292898567773,3.145772058704688,96,120,3.358200591660285,2.8587194840774197,True,True,True,True
Moderate,中度干旱,95332223_2025-09,95332223,2025-09,9,720,26.126347986857095,3.190392624636121,216,336,3.314073864944896,3.2113580706511593,True,True,True,True
Moderate,中度干旱,95332223_2025-10,95332223,2025-10,10,744,22.6721118034855,5.647156526740384,0,240,,3.696607423124765,False,False,True,False
Moderate,中度干旱,95332223_2025-11,95332223,2025-11,11,720,14.457480673657523,4.759235214632315,0,624,,4.995192704197126,False,False,True,False
Moderate,中度干旱,95332223_2025-12,95332223,2025-12,12,736,12.472364810335895,4.439368493970231,0,264,,3.886267524659197,False,False,True,False
Moderate,中度干旱,95332224_2025-01,95332224,2025-01,1,288,10.101538030948076,5.195300533814278,264,0,5.120120222884035,,False,True,False,False
Moderate,中度干旱,95332224_2025-02,95332224,2025-02,2,672,9.588007278493716,4.283025468432999,168,24,4.634541968445301,0.7213674504490003,False,True,False,False
Moderate,中度干旱,95332224_2025-03,95332224,2025-03,3,744,13.933791038169655,6.515154326218379,48,168,4.421442095886975,5.9447444450083236,False,True,True,False
Moderate,中度干旱,95332224_2025-04,95332224,2025-04,4,720,18.358080007632573,4.668147185451504,24,432,4.788482232386063,4.668386948151883,False,True,True,False
Moderate,中度干旱,95332224_2025-05,95332224,2025-05,5,744,21.157058572256435,3.3914876964113843,0,576,,3.4693806413799666,False,False,True,False
Moderate,中度干旱,95332224_2025-06,95332224,2025-06,6,720,25.121253395080565,3.022800038116203,168,456,3.0098438132054315,2.7922773060205124,True,True,True,True
Moderate,中度干旱,95332224_2025-07,95332224,2025-07,7,744,25.742911018351073,3.050828618799644,216,312,3.693911387569899,2.447797275495154,True,True,True,True
Moderate,中度干旱,95332224_2025-08,95332224,2025-08,8,744,26.04416638035928,3.093001018010439,120,144,3.4477662949649908,3.1481990598480705,True,True,True,True
Moderate,中度干旱,95332224_2025-09,95332224,2025-09,9,720,25.771150554551017,3.1569049295734066,192,432,3.274964042826791,3.0962963089238045,True,True,True,True
Moderate,中度干旱,95332224_2025-10,95332224,2025-10,10,744,22.417194892001408,5.5005150340893145,0,384,,3.723026925832006,False,False,True,False
Moderate,中度干旱,95332224_2025-11,95332224,2025-11,11,720,14.295846013890372,4.828265375068281,0,600,,5.18694804712043,False,False,True,False
Moderate,中度干旱,95332224_2025-12,95332224,2025-12,12,736,12.242004852579987,4.479110857700842,216,240,4.536587783740995,4.007347461479877,True,True,True,True
Moderate,中度干旱,95332225_2025-01,95332225,2025-01,1,288,9.422610070375312,5.06916648484951,216,0,5.483516056329949,,False,True,False,False
Moderate,中度干旱,95332225_2025-02,95332225,2025-02,2,672,8.68519554209585,4.032448654532329,24,168,1.8524076893686734,2.8458473331382956,False,True,True,False
Moderate,中度干旱,95332225_2025-03,95332225,2025-03,3,744,13.491959487238239,6.673134722786702,0,240,,5.560572678958015,False,False,True,False
Moderate,中度干旱,95332225_2025-04,95332225,2025-04,4,720,18.303115812937417,4.650064782258328,144,456,4.977835317534615,4.229681000756073,True,True,True,True
Moderate,中度干旱,95332225_2025-05,95332225,2025-05,5,744,21.354248067384127,3.4560903405130885,0,504,,3.18006163874718,False,False,True,False
Moderate,中度干旱,95332225_2025-06,95332225,2025-06,6,720,25.332890767521327,3.0373881424307965,96,144,3.1640302795884487,3.034201075130493,True,True,True,True
Moderate,中度干旱,95332225_2025-07,95332225,2025-07,7,744,26.33373918584598,3.052448716946776,96,456,3.56872365596447,2.610408803856216,True,True,True,True
Moderate,中度干旱,95332225_2025-08,95332225,2025-08,8,744,27.03753246799592,3.20327196440715,96,264,3.2563345199653235,3.0839721633084176,True,True,True,True
Moderate,中度干旱,95332225_2025-09,95332225,2025-09,9,720,26.484160476260715,3.1797980151240264,144,168,3.287195178546955,3.1133822669622266,True,True,True,True
Moderate,中度干旱,95332225_2025-10,95332225,2025-10,10,744,22.66208363604802,5.921556361037643,0,528,,5.797117492112878,False,False,True,False
Moderate,中度干旱,95332225_2025-11,95332225,2025-11,11,720,13.838763210839696,4.978926596664019,0,384,,5.112996984620719,False,False,True,False
Moderate,中度干旱,95332225_2025-12,95332225,2025-12,12,736,11.636291938752908,4.6437973505104795,240,72,4.193782547615976,4.426294683236926,True,True,True,True
Moderate,中度干旱,95332226_2025-01,95332226,2025-01,1,288,9.832725645366331,5.013157206880526,72,0,4.5129437029953055,,False,True,False,False
Moderate,中度干旱,95332226_2025-02,95332226,2025-02,2,672,8.176185562164479,4.081640940735414,504,0,4.155841129170179,,False,True,False,False
Moderate,中度干旱,95332226_2025-03,95332226,2025-03,3,744,13.361564757322432,7.158414203872485,48,456,2.9165964006139657,7.780788725444926,False,True,True,False
Moderate,中度干旱,95332226_2025-04,95332226,2025-04,4,720,18.382806024948756,4.5978168174182406,144,360,5.025804761582131,4.811633201391394,True,True,True,True
Moderate,中度干旱,95332226_2025-05,95332226,2025-05,5,744,21.540015456497027,3.3025030257938046,0,336,,3.5681204221428247,False,False,True,False
Moderate,中度干旱,95332226_2025-06,95332226,2025-06,6,720,25.745973994996813,2.9103912222871804,96,408,2.7584335400039595,2.7468649015909414,True,True,True,True
Moderate,中度干旱,95332226_2025-07,95332226,2025-07,7,744,27.123589161903627,3.3597775599727124,480,0,3.4309672801932245,,False,True,False,False
Moderate,中度干旱,95332226_2025-08,95332226,2025-08,8,744,27.984367421878282,3.2340854905627303,120,120,3.117305433880856,2.4584583314815482,True,True,True,True
Moderate,中度干旱,95332226_2025-09,95332226,2025-09,9,720,27.36123014556037,3.266652266043331,144,216,2.9225012215725577,3.265185259811845,True,True,True,True
Moderate,中度干旱,95332226_2025-10,95332226,2025-10,10,744,23.046843949184623,6.502009651038073,0,528,,5.933075628937932,False,False,True,False
Moderate,中度干旱,95332226_2025-11,95332226,2025-11,11,720,13.64241445147329,5.233803573496765,0,384,,5.465362641476353,False,False,True,False
Moderate,中度干旱,95332226_2025-12,95332226,2025-12,12,736,11.645646248508811,5.007913411163698,192,96,5.335987489617234,4.53585904828579,True,True,True,True
Moderate,中度干旱,95332227_2025-01,95332227,2025-01,1,288,9.364212982589379,5.0499023757421435,96,0,4.99879036050476,,False,True,False,False
Moderate,中度干旱,95332227_2025-02,95332227,2025-02,2,672,8.773963921137952,3.982715113556021,336,24,4.080791973158663,2.40424238047083,False,True,True,False
Moderate,中度干旱,95332227_2025-03,95332227,2025-03,3,744,13.616830861696632,6.773374304224756,24,360,3.570692011400069,5.649508546704066,False,True,True,False
Moderate,中度干旱,95332227_2025-04,95332227,2025-04,4,720,18.21718373696009,4.665697319784654,144,384,5.102315890028195,4.912631135589114,True,True,True,True
Moderate,中度干旱,95332227_2025-05,95332227,2025-05,5,744,21.464452620475523,3.3938309477068063,0,456,,3.66154556101411,False,False,True,False
Moderate,中度干旱,95332227_2025-06,95332227,2025-06,6,720,25.663552117347717,2.927652802450469,72,432,3.078295601812258,2.768513313682937,True,True,True,True
Moderate,中度干旱,95332227_2025-07,95332227,2025-07,7,744,26.94075148079985,3.2595890383415216,360,144,3.4941306872451725,3.0651650223802687,True,True,True,True
Moderate,中度干旱,95332227_2025-08,95332227,2025-08,8,744,27.655790941689602,3.241226220025522,192,240,3.216841617150209,2.962821651397269,True,True,True,True
Moderate,中度干旱,95332227_2025-09,95332227,2025-09,9,720,27.23707651032342,3.2949344079941474,144,168,2.958780468222209,3.310543084720255,True,True,True,True
Moderate,中度干旱,95332227_2025-10,95332227,2025-10,10,744,23.27192848728549,6.1699953108658,0,480,,5.561858416698483,False,False,True,False
Moderate,中度干旱,95332227_2025-11,95332227,2025-11,11,720,13.914970339172417,5.282037552027608,0,336,,5.358811245642614,False,False,True,False
Moderate,中度干旱,95332227_2025-12,95332227,2025-12,12,736,11.681208512300383,4.895078683776183,360,72,4.786518880545886,4.865494202170283,True,True,True,True
Moderate,中度干旱,95332228_2025-01,95332228,2025-01,1,288,8.403716251771483,5.022097057183021,120,0,4.73260342806846,,False,True,False,False
Moderate,中度干旱,95332228_2025-02,95332228,2025-02,2,672,7.655305708066278,4.060626120725531,144,72,4.562590617247335,2.70940402497322,True,True,True,True
Moderate,中度干旱,95332228_2025-03,95332228,2025-03,3,744,12.338962045888747,6.65284228077387,48,336,3.539956902333497,5.426421609958499,False,True,True,False
Moderate,中度干旱,95332228_2025-04,95332228,2025-04,4,720,16.986948269605637,4.454774870650146,144,480,4.725772203060207,4.302603202593648,True,True,True,True
Moderate,中度干旱,95332228_2025-05,95332228,2025-05,5,744,20.366342216409663,3.313453629207295,0,312,,3.4603102583526835,False,False,True,False
Moderate,中度干旱,95332228_2025-06,95332228,2025-06,6,720,24.50200973086887,2.7477028975839954,96,432,2.8594556524592325,2.595247644658369,True,True,True,True
Moderate,中度干旱,95332228_2025-07,95332228,2025-07,7,744,25.74981520509207,3.2463615275505693,480,120,3.4317395639978066,2.902404908751596,True,True,True,True
Moderate,中度干旱,95332228_2025-08,95332228,2025-08,8,744,26.670996004535304,3.3434845861650717,144,264,3.3176048794851662,2.9147470505943174,True,True,True,True
Moderate,中度干旱,95332228_2025-09,95332228,2025-09,9,720,26.16598827573988,3.4015400290427245,72,432,2.526355254443827,3.5154087739896065,True,True,True,True
Moderate,中度干旱,95332228_2025-10,95332228,2025-10,10,744,22.194150070990286,6.0519383859559275,0,744,,6.0519383859559275,False,False,True,False
Moderate,中度干旱,95332228_2025-11,95332228,2025-11,11,720,13.010421169466442,4.970851776027169,0,408,,5.208747181022105,False,False,True,False
Moderate,中度干旱,95332228_2025-12,95332228,2025-12,12,736,10.60920822073746,4.788351834884893,216,120,4.953030795586175,4.440626763298325,True,True,True,True
Moderate,中度干旱,95332229_2025-01,95332229,2025-01,1,288,7.384476598837257,4.8072298767549375,48,0,3.8872006233200933,,False,True,False,False
Moderate,中度干旱,95332229_2025-02,95332229,2025-02,2,672,5.935747649612105,3.922011767621309,120,72,4.968597954669505,2.3258583662856833,True,True,True,True
Moderate,中度干旱,95332229_2025-03,95332229,2025-03,3,744,10.828968004593927,6.506146114066032,0,336,,5.281840337903301,False,False,True,False
Moderate,中度干旱,95332229_2025-04,95332229,2025-04,4,720,15.961812634600534,4.126919857826395,120,360,4.202311393247169,4.320677695324852,True,True,True,True
Moderate,中度干旱,95332229_2025-05,95332229,2025-05,5,744,19.198037444904287,3.2170579516567592,0,216,,3.496705627071555,False,False,True,False
Moderate,中度干旱,95332229_2025-06,95332229,2025-06,6,720,23.114102829827203,2.712483888976091,96,432,2.595530978493721,2.6191279590376064,True,True,True,True
Moderate,中度干旱,95332229_2025-07,95332229,2025-07,7,744,24.481567764794956,2.785330565798085,360,48,2.878314648346515,2.8488641169482682,False,True,True,False
Moderate,中度干旱,95332229_2025-08,95332229,2025-08,8,744,25.08084526882377,2.902332913025466,144,264,2.8708310944168245,2.757520341435024,True,True,True,True
Moderate,中度干旱,95332229_2025-09,95332229,2025-09,9,720,24.030208248562282,2.788465388043867,48,432,2.375192006661398,2.8335960462008742,False,True,True,False
Moderate,中度干旱,95332229_2025-10,95332229,2025-10,10,744,19.83642381237399,5.749446401004705,0,624,,5.714743224390458,False,False,True,False
Moderate,中度干旱,95332229_2025-11,95332229,2025-11,11,720,11.65790921896696,4.598463551890265,0,384,,4.506377690338656,False,False,True,False
Moderate,中度干旱,95332229_2025-12,95332229,2025-12,12,736,9.235914491694016,4.348584896045972,264,96,4.392072083850384,4.012212075296899,True,True,True,True
Moderate,中度干旱,95332230_2025-01,95332230,2025-01,1,288,9.94111049730984,5.2064974418712735,144,0,5.251215243765268,,False,True,False,False
Moderate,中度干旱,95332230_2025-02,95332230,2025-02,2,672,9.364339582245087,4.103803709423102,120,72,4.329492516475422,2.4858336761605107,True,True,True,True
Moderate,中度干旱,95332230_2025-03,95332230,2025-03,3,744,14.220803271698696,6.890922192051151,48,312,3.8791593941209985,6.051081750549304,False,True,True,False
Moderate,中度干旱,95332230_2025-04,95332230,2025-04,4,720,18.907900973161063,4.6485916479041025,144,552,4.969133854939284,4.533485194942162,True,True,True,True
Moderate,中度干旱,95332230_2025-05,95332230,2025-05,5,744,22.26260082696074,3.445374497552859,0,384,,3.7353342438612196,False,False,True,False
Moderate,中度干旱,95332230_2025-06,95332230,2025-06,6,720,26.581292949782476,2.933093660427012,72,432,3.0410246052946106,2.774997456685245,True,True,True,True
Moderate,中度干旱,95332230_2025-07,95332230,2025-07,7,744,27.72466592891242,3.4330249758975517,336,168,3.829770097368136,2.9666331515028146,True,True,True,True
Moderate,中度干旱,95332230_2025-08,95332230,2025-08,8,744,28.65699573742446,3.426334125447626,168,264,3.489766343077529,3.005726034345654,True,True,True,True
