Site_ID,Station_Lon,Station_Lat,Matched_Grid_Lon,Matched_Grid_Lat,Distance_to_Grid_km,Date,Nearest_SPI,Bilinear_SPI,Mean3x3_SPI,Diff_Bilinear_vs_Nearest,Diff_Mean3x3_vs_Nearest,AbsDiff_Bilinear_vs_Nearest,AbsDiff_Mean3x3_vs_Nearest
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-01,-1.622164011001587,-1.614791147068717,-1.550395753648546,0.007372863932869844,0.07176825735304093,0.007372863932869844,0.07176825735304093
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-02,-1.5014768838882446,-1.4949810842579905,-1.432583875126309,0.006495799630254151,0.06889300876193571,0.006495799630254151,0.06889300876193571
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-03,-1.453125238418579,-1.4519855022611987,-1.409141434563531,0.0011397361573803888,0.04398380385504819,0.0011397361573803888,0.04398380385504819
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-04,-1.4667166471481323,-1.461015498848502,-1.4161567820443048,0.00570114829963031,0.050559865103827484,0.00570114829963031,0.050559865103827484
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-05,-1.5994285345077515,-1.5937539651972452,-1.5308065679338243,0.00567456931050625,0.06862196657392716,0.00567456931050625,0.06862196657392716
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-06,-1.6814981698989868,-1.6738349907979044,-1.5913229915830824,0.007663179101082385,0.09017517831590438,0.007663179101082385,0.09017517831590438
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-07,-1.7092361450195312,-1.7007385893724127,-1.6316727267371283,0.008497555647118515,0.07756341828240298,0.008497555647118515,0.07756341828240298
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-08,-1.4165700674057007,-1.4149800000301385,-1.4217156834072537,0.0015900673755622208,-0.005145616001553055,0.0015900673755622208,0.005145616001553055
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-09,-1.5529351234436035,-1.4711203889484936,-1.294256587823232,0.0818147344951099,0.2586785356203716,0.0818147344951099,0.2586785356203716
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-10,-1.45766282081604,-1.3812605207096902,-1.0680417352252536,0.07640230010634985,0.38962108559078645,0.07640230010634985,0.38962108559078645
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-11,-0.8998423218727112,-0.8466940579783058,-0.6459351513120863,0.05314826389440541,0.25390717056062484,0.05314826389440541,0.25390717056062484
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-12,-0.9055083394050598,-0.852671749283059,-0.6625108321507772,0.052836590122000815,0.2429975072542826,0.052836590122000815,0.2429975072542826
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-13,-0.9257867932319641,-0.8735049144077549,-0.6913927594820658,0.052281878824209205,0.2343940337498983,0.052281878824209205,0.2343940337498983
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-14,-1.028241753578186,-0.978457907412689,-0.8111072646247016,0.049783846165497025,0.21713448895348442,0.049783846165497025,0.21713448895348442
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-15,-1.0231578350067139,-0.9736908223162171,-0.8064591685930887,0.0494670126904968,0.21669866641362512,0.0494670126904968,0.21669866641362512
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-16,-0.9808029532432556,-0.9312408255824142,-0.7602407932281494,0.04956212766084145,0.2205621600151062,0.04956212766084145,0.2205621600151062
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-17,-1.006412386894226,-0.9548234058356038,-0.8091264367103577,0.05158898105862231,0.1972859501838684,0.05158898105862231,0.1972859501838684
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-18,-0.8757653832435608,-0.8725945662399305,-0.873216794596778,0.0031708170036303107,0.0025485886467827568,0.0031708170036303107,0.0025485886467827568
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-19,-0.8780831098556519,-0.8657362007234883,-0.83662039703793,0.01234690913216352,0.04146271281772185,0.01234690913216352,0.04146271281772185
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-20,-0.8707899451255798,-0.8658045711145413,-0.8617071906725565,0.00498537401103849,0.009082754453023312,0.00498537401103849,0.009082754453023312
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-21,-0.9360649585723877,-0.9272725752210375,-0.9252576231956482,0.008792383351350241,0.010807335376739502,0.008792383351350241,0.010807335376739502
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-22,-0.8550170660018921,-0.8502783100829775,-0.8569510777791342,0.0047387559189145945,-0.0019340117772420617,0.0047387559189145945,0.0019340117772420617
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-23,-0.8748363256454468,-0.8689200213155094,-0.8727837403615316,0.005916304329937394,0.002052585283915165,0.005916304329937394,0.002052585283915165
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-24,-1.1179277896881104,-1.1129876504729246,-1.14317958884769,0.004940139215185768,-0.025251799159579758,0.004940139215185768,0.025251799159579758
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-25,-1.5116251707077026,-1.5076373966952874,-1.5223157273398504,0.003987774012415235,-0.010690556632147796,0.003987774012415235,0.010690556632147796
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-26,-1.6442383527755737,-1.636048932190644,-1.6540433168411255,0.008189420584929774,-0.009804964065551758,0.008189420584929774,0.009804964065551758
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-27,-1.6078383922576904,-1.6005906763489295,-1.60560409228007,0.007247715908760943,0.0022342999776203687,0.007247715908760943,0.0022342999776203687
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-28,-1.6902052164077759,-1.6791292170839147,-1.5912948979271784,0.011075999323861163,0.0989103184805975,0.011075999323861163,0.0989103184805975
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-29,-1.7473512887954712,-1.7354794444487165,-1.629558761914571,0.0118718443467547,0.11779252688090014,0.0118718443467547,0.11779252688090014
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-30,-1.6789885759353638,-1.6797236516026952,-1.5937475893232558,-0.0007350756673314418,0.085240986612108,0.0007350756673314418,0.085240986612108
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-01-31,-1.260672926902771,-1.2628456081301127,-1.2206479973263211,-0.0021726812273417107,0.040024929576449875,0.0021726812273417107,0.040024929576449875
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-01,-1.0953235626220703,-1.094867199948779,-1.0431044101715088,0.00045636267329141056,0.05221915245056152,0.00045636267329141056,0.05221915245056152
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-02,-0.7615930438041687,-0.763372183462876,-0.7153269648551941,-0.0017791396587073516,0.04626607894897461,0.0017791396587073516,0.04626607894897461
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-03,-0.7858491539955139,-0.7867857086971975,-0.7378396325641208,-0.000936554701683634,0.04800952143139314,0.000936554701683634,0.04800952143139314
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-04,-0.8449996709823608,-0.8450263691685442,-0.7915461593204074,-2.6698186183393702e-05,0.053453511661953446,2.6698186183393702e-05,0.053453511661953446
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-05,-0.9304249286651611,-0.9273367918490648,-0.8402236700057983,0.0030881368160963207,0.09020125865936279,0.0030881368160963207,0.09020125865936279
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-06,-0.46603837609291077,-0.4619202820984301,-0.37235293951299453,0.004118093994480654,0.09368543657991624,0.004118093994480654,0.09368543657991624
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-07,-0.5938913226127625,-0.5940100944496617,-0.509590807888243,-0.0001187718368992341,0.08430051472451949,0.0001187718368992341,0.08430051472451949
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-08,-0.6794315576553345,-0.7079807344785967,-0.6573325826062096,-0.02854917682326219,0.022098975049124836,0.02854917682326219,0.022098975049124836
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-09,-0.7430383563041687,-0.7695103068555555,-0.7889550659391615,-0.026471950551386847,-0.045916709634992836,0.026471950551386847,0.045916709634992836
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-10,-1.1595075130462646,-1.1795963187888907,-1.161744753519694,-0.02008880574262606,-0.002237240473429436,0.02008880574262606,0.002237240473429436
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-11,-1.091306209564209,-1.1087711794652038,-1.09470616446601,-0.017464969900994776,-0.0033999549018011166,0.017464969900994776,0.0033999549018011166
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-12,-0.43442124128341675,-0.464223272952546,-0.4777353091372384,-0.02980203166912926,-0.043314067853821636,0.02980203166912926,0.043314067853821636
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-13,-0.3838120400905609,-0.411689184132912,-0.43044255673885345,-0.027877144042351087,-0.04663051664829254,0.027877144042351087,0.04663051664829254
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-14,-0.48826488852500916,-0.5131775556449368,-0.5193022787570953,-0.02491266711992768,-0.03103739023208618,0.02491266711992768,0.03103739023208618
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-15,-0.6478847861289978,-0.6716277343810496,-0.6708846721384261,-0.02374294825205181,-0.02299988600942826,0.02374294825205181,0.02299988600942826
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-16,-0.781952977180481,-0.8046221566581852,-0.7959763937526279,-0.022669179477704193,-0.014023416572146896,0.022669179477704193,0.014023416572146896
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-17,-1.0375698804855347,-1.0316645163637748,-0.9439546200964186,0.005905364121759904,0.09361526038911605,0.005905364121759904,0.09361526038911605
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-18,-1.1168123483657837,-1.1104100899862694,-1.0156732863850064,0.006402258379514247,0.10113906198077727,0.006402258379514247,0.10113906198077727
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-19,-1.209383249282837,-1.1998090088844109,-1.088754329416487,0.009574240398426026,0.12062891986634994,0.009574240398426026,0.12062891986634994
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-20,-0.968596339225769,-0.9604884095139988,-0.8711308836936951,0.008107929711770212,0.09746545553207397,0.008107929711770212,0.09746545553207397
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-21,-0.9903508424758911,-0.9804616979260216,-0.8865873416264852,0.009889144549869555,0.10376350084940589,0.009889144549869555,0.10376350084940589
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-22,-0.8066356182098389,-0.798669427371079,-0.7250826557477316,0.007966190838759823,0.0815529624621073,0.007966190838759823,0.0815529624621073
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-23,-0.8481495380401611,-0.8390443256547571,-0.760232514805264,0.009105212385404071,0.08791702323489714,0.009105212385404071,0.08791702323489714
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-24,-0.8473523259162903,-0.8380396730102182,-0.7573539680904813,0.009312652906072083,0.089998357825809,0.009312652906072083,0.089998357825809
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-25,-0.778479278087616,-0.7701126669831376,-0.692388246456782,0.008366611104478339,0.08609103163083398,0.008366611104478339,0.08609103163083398
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-26,-0.7484705448150635,-0.7421877231354312,-0.6727435125244988,0.006282821679632233,0.07572703229056466,0.006282821679632233,0.07572703229056466
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-27,-0.800136923789978,-0.7888130150348235,-0.7119792236222161,0.011323908755154544,0.08815770016776192,0.011323908755154544,0.08815770016776192
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-02-28,-0.8179106712341309,-0.8171074206488277,-0.7569822139210172,0.0008032505853031724,0.06092845731311369,0.0008032505853031724,0.06092845731311369
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-03-01,-0.8640636801719666,-0.8668408399122962,-0.8052587111790975,-0.00277715974032966,0.05880496899286902,0.00277715974032966,0.05880496899286902
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-03-02,-1.0236095190048218,-1.0262044335033105,-0.9539364642567105,-0.0025949144984886985,0.06967305474811125,0.0025949144984886985,0.06967305474811125
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-03-03,0.7963282465934753,0.737461586523358,0.5351409489909807,-0.058866660070117316,-0.2611872976024946,0.058866660070117316,0.2611872976024946
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-03-04,1.2768261432647705,1.278440313185125,1.375669002532959,0.001614169920354458,0.09884285926818848,0.001614169920354458,0.09884285926818848
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-03-05,1.270037055015564,1.2717367159731776,1.365389002694024,0.0016996609576136468,0.09535194767846011,0.0016996609576136468,0.09535194767846011
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-03-06,1.2206599712371826,1.2223553338684479,1.3115740484661527,0.0016953626312652403,0.09091407722897005,0.0016953626312652403,0.09091407722897005
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-03-07,1.2404123544692993,1.2399384480170312,1.3214751614464655,-0.00047390645226808026,0.08106280697716617,0.00047390645226808026,0.08106280697716617
95332217.0,117.63227,25.27501,117.625,25.274993896484375,0.731,2025-03-08,1.0776684284210205,1.0756540580756921,1.127666221724616,-0.0020143703453283646,0.04999779330359555,0.0020143703453283646,0.04999779330359555
