Site_ID,Station_Lon,Station_Lat,Matched_Grid_Lon,Matched_Grid_Lat,Distance_to_Grid_km,Extraction_Method,Annual_Min_SPI,Annual_Max_SPI,Drought_Days,Total_Severity,First_Onset,Event_Count_Total,Event_Count_Light,Event_Count_Moderate,Event_Count_Severe,Event_Count_Extreme,Max_Event_Duration,Max_Event_Severity,Worst_Event_Min_SPI,Worst_Event_Level
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,3.2987,Mean3x3,-2.1991777420043945,1.3672611316045125,148,157.2649764931864,2025-01-01,7,0,3,3,1,36,36.74536894096269,-2.1991777420043945,Extreme
95332240.0,117.6962543,26.39744371,117.67498779296875,26.375,3.2735,Nearest,-1.8281588554382324,1.3542927503585815,149,157.02331334352493,2025-01-01,5,0,1,4,0,61,60.09404271841049,-1.8281588554382324,Severe
95332240.0,117.6962543,26.39744371,117.67498779296875,26.375,3.2735,Bilinear,-1.8291890021959651,1.3411798136190238,154,158.91371454037701,2025-01-01,6,1,1,4,0,61,60.916148498054085,-1.8291890021959651,Severe
95332240.0,117.6962543,26.39744371,117.67498779296875,26.375,3.2735,Mean3x3,-1.8619662523269653,1.3533016708162096,155,160.75425838596288,2025-01-01,6,1,1,4,0,61,61.3575077884727,-1.8619662523269653,Severe
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,2.0368,Nearest,-2.2075388431549072,1.5735561847686768,173,179.99357944726944,2025-01-01,8,2,3,2,1,42,41.03427904844284,-2.2075388431549072,Extreme
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,2.0368,Bilinear,-2.1622514374921296,1.5616614089886853,175,182.89279349081684,2025-01-01,8,2,3,2,1,42,40.17320629152178,-2.1622514374921296,Extreme
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,2.0368,Mean3x3,-2.0996426476372614,1.548777421315511,175,181.78390622470113,2025-01-01,8,2,3,2,1,42,40.05371521910032,-2.0996426476372614,Extreme
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,1.6933,Nearest,-2.106205463409424,1.193723440170288,171,189.47316598892212,2025-01-01,7,1,3,2,1,38,45.790713012218475,-2.106205463409424,Extreme
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,1.6933,Bilinear,-2.1259425182550284,1.1982200719627152,170,189.1247903372432,2025-01-01,6,0,3,2,1,38,46.81289648363404,-2.1259425182550284,Extreme
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,1.6933,Mean3x3,-2.084234436353048,1.2153325610690646,172,186.29227333515882,2025-01-01,6,1,2,2,1,61,67.06359157628482,-2.084234436353048,Extreme
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,1.2941,Nearest,-2.5941708087921143,1.9089763164520264,158,173.24394237995148,2025-01-01,7,1,2,1,3,36,43.28223639726639,-2.5941708087921143,Extreme
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,1.2941,Bilinear,-2.0855753310170644,1.63242894597201,153,169.09540796806422,2025-01-01,6,0,2,1,3,36,42.968629070338764,-2.0855753310170644,Extreme
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,1.2941,Mean3x3,-2.131188021765815,1.3367790778477986,153,166.6763404905796,2025-01-01,7,1,2,1,3,36,42.44155819217364,-2.131188021765815,Extreme
