Site_ID,Station_Lon,Station_Lat,Matched_Grid_Lon,Matched_Grid_Lat,Event_ID,Start_Date,End_Date,Duration_Days,Min_Daily_SPI,Max_Daily_SPI,Min_SPI_Date,Max_SPI_Date,Severity,Drought_Level,Drought_Level_Code,Edge_Truncated,Drought_Extent_Peak(%),Drought_Extent_Union(%),Station_Event_Count_Total,Station_Event_Count_Light,Station_Event_Count_Moderate,Station_Event_Count_Severe,Station_Event_Count_Extreme
95332230.0,118.1949041,27.56726697,118.17498779296875,27.574996948242188,7,2025-12-10,2025-12-31,22,-1.3396377563476562,-0.7499579191207886,2025-12-30,2025-12-24,22.324649810791016,Moderate,2,True,87.49,92.81,7,1,3,2,1
95332231.0,117.7169739,27.06687783,117.72500610351562,27.074996948242188,1,2025-01-01,2025-02-05,36,-1.8814245462417603,-0.8198229670524597,2025-01-08,2025-02-04,45.48811101913452,Severe,3,True,99.25,100.0,6,1,1,3,1
95332231.0,117.7169739,27.06687783,117.72500610351562,27.074996948242188,2,2025-02-08,2025-03-02,23,-1.1140382289886475,-0.5478241443634033,2025-02-19,2025-02-22,20.128031969070435,Moderate,2,False,99.21,100.0,6,1,1,3,1
95332231.0,117.7169739,27.06687783,117.72500610351562,27.074996948242188,3,2025-04-13,2025-04-18,6,-0.734399676322937,-0.5645022392272949,2025-04-13,2025-04-16,3.7356030344963074,Light,1,False,92.65,93.49,6,1,1,3,1
95332231.0,117.7169739,27.06687783,117.72500610351562,27.074996948242188,4,2025-06-21,2025-07-12,22,-1.586986780166626,-0.6239333748817444,2025-06-30,2025-07-12,24.265007734298706,Severe,3,False,96.6,99.43,6,1,1,3,1
95332231.0,117.7169739,27.06687783,117.72500610351562,27.074996948242188,5,2025-08-11,2025-09-18,39,-2.299917221069336,-0.7020151615142822,2025-08-29,2025-09-18,55.17359781265259,Extreme,4,False,83.43,98.44,6,1,1,3,1
95332231.0,117.7169739,27.06687783,117.72500610351562,27.074996948242188,6,2025-12-02,2025-12-31,30,-1.5569005012512207,-0.5917344689369202,2025-12-04,2025-12-21,30.76927125453949,Severe,3,True,15.69,92.81,6,1,1,3,1
95332232.0,117.4091708,25.81640582,117.42498779296875,25.824996948242188,1,2025-01-01,2025-01-08,8,-1.4417048692703247,-0.7563091516494751,2025-01-01,2025-01-05,7.9080599546432495,Moderate,2,True,100.0,100.0,8,1,2,5,0
95332232.0,117.4091708,25.81640582,117.42498779296875,25.824996948242188,2,2025-01-17,2025-02-05,20,-1.9296255111694336,-0.5116132497787476,2025-02-05,2025-01-17,22.923658192157745,Severe,3,False,98.82,99.68,8,1,2,5,0
95332232.0,117.4091708,25.81640582,117.42498779296875,25.824996948242188,3,2025-02-07,2025-03-02,24,-1.875718355178833,-0.5025370121002197,2025-02-25,2025-02-07,27.2657613158226,Severe,3,False,93.52,100.0,8,1,2,5,0
95332232.0,117.4091708,25.81640582,117.42498779296875,25.824996948242188,4,2025-04-02,2025-04-08,7,-1.5204782485961914,-1.0787336826324463,2025-04-03,2025-04-08,9.190946578979492,Severe,3,False,92.75,94.04,8,1,2,5,0
95332232.0,117.4091708,25.81640582,117.42498779296875,25.824996948242188,5,2025-05-19,2025-05-28,10,-1.709559679031372,-0.5177817344665527,2025-05-20,2025-05-28,11.284847676753998,Severe,3,False,45.16,64.04,8,1,2,5,0
95332232.0,117.4091708,25.81640582,117.42498779296875,25.824996948242188,6,2025-06-21,2025-07-12,22,-1.8683881759643555,-0.5164291858673096,2025-06-28,2025-07-12,27.169841527938843,Severe,3,False,98.71,99.43,8,1,2,5,0
95332232.0,117.4091708,25.81640582,117.42498779296875,25.824996948242188,7,2025-08-26,2025-09-13,19,-1.2880200147628784,-0.5105921030044556,2025-08-30,2025-09-10,16.278998613357544,Moderate,2,False,87.15,98.44,8,1,2,5,0
95332232.0,117.4091708,25.81640582,117.42498779296875,25.824996948242188,8,2025-11-14,2025-11-20,7,-0.6692838668823242,-0.5584777593612671,2025-11-16,2025-11-14,4.302095293998718,Light,1,False,6.76,13.53,8,1,2,5,0
95332233.0,117.467793,25.89459269,117.47500610351562,25.875,1,2025-01-01,2025-01-08,8,-1.4417681694030762,-0.7239834070205688,2025-01-01,2025-01-04,7.752256512641907,Moderate,2,True,100.0,100.0,7,0,3,3,1
95332233.0,117.467793,25.89459269,117.47500610351562,25.875,2,2025-01-17,2025-02-05,20,-1.8282333612442017,-0.5067180395126343,2025-02-05,2025-01-17,22.433974504470825,Severe,3,False,98.82,99.68,7,0,3,3,1
95332233.0,117.467793,25.89459269,117.47500610351562,25.875,3,2025-02-08,2025-03-02,23,-1.7192891836166382,-0.6901434063911438,2025-02-25,2025-02-13,25.044241905212402,Severe,3,False,93.52,100.0,7,0,3,3,1
95332233.0,117.467793,25.89459269,117.47500610351562,25.875,4,2025-04-02,2025-04-08,7,-1.4878692626953125,-0.9749058485031128,2025-04-02,2025-04-08,8.438961863517761,Moderate,2,False,63.95,94.04,7,0,3,3,1
95332233.0,117.467793,25.89459269,117.47500610351562,25.875,5,2025-05-12,2025-05-27,16,-1.6873574256896973,-0.6275569200515747,2025-05-20,2025-05-18,15.858039796352386,Severe,3,False,45.16,77.58,7,0,3,3,1
95332233.0,117.467793,25.89459269,117.47500610351562,25.875,6,2025-06-21,2025-07-11,21,-2.105762243270874,-0.5472849607467651,2025-06-28,2025-07-11,26.469120144844055,Extreme,4,False,98.71,99.43,7,0,3,3,1
95332233.0,117.467793,25.89459269,117.47500610351562,25.875,7,2025-08-15,2025-09-12,29,-1.3860881328582764,-0.5161435008049011,2025-08-30,2025-08-25,26.068567037582397,Moderate,2,False,87.15,98.39,7,0,3,3,1
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,1,2025-01-01,2025-01-08,8,-1.2759932279586792,-0.7527870535850525,2025-01-01,2025-01-04,7.684026062488556,Moderate,2,True,100.0,100.0,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,2,2025-01-14,2025-01-22,9,-0.7460901141166687,-0.505255401134491,2025-01-18,2025-01-19,5.214993238449097,Light,1,False,95.51,98.07,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,3,2025-01-24,2025-02-05,13,-1.637575626373291,-0.7778707146644592,2025-02-05,2025-01-24,15.052043616771698,Severe,3,False,98.82,99.55,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,4,2025-02-08,2025-03-02,23,-1.8815208673477173,-0.5572328567504883,2025-02-25,2025-02-08,25.875768661499023,Severe,3,False,93.52,100.0,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,5,2025-04-02,2025-04-23,22,-1.6856850385665894,-0.5022627115249634,2025-04-03,2025-04-12,24.33686763048172,Severe,3,False,92.75,99.89,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,6,2025-05-15,2025-05-22,8,-0.7265049815177917,-0.5084318518638611,2025-05-16,2025-05-17,4.886432945728302,Light,1,False,54.93,69.15,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,7,2025-05-24,2025-06-01,9,-1.4134048223495483,-0.7074782252311707,2025-05-27,2025-05-29,8.7827268242836,Moderate,2,False,45.95,51.39,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,8,2025-06-04,2025-06-14,11,-0.8224555850028992,-0.5297663807868958,2025-06-05,2025-06-14,7.287799775600433,Light,1,False,17.25,28.11,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,9,2025-06-16,2025-07-14,29,-1.863465428352356,-0.5358498692512512,2025-06-28,2025-07-14,28.363433122634888,Severe,3,False,98.71,99.43,10,4,2,4,0
95332234.0,116.77256,25.47449,116.77499389648438,25.474998474121094,10,2025-11-14,2025-11-29,16,-0.7607633471488953,-0.5397907495498657,2025-11-29,2025-11-25,10.306505024433136,Light,1,False,12.81,19.63,10,4,2,4,0
95332235.0,116.29942,25.47995,116.27499389648438,25.474998474121094,1,2025-01-01,2025-01-08,8,-1.3282192945480347,-0.7344846725463867,2025-01-01,2025-01-05,7.610427796840668,Moderate,2,True,100.0,100.0,6,1,1,2,2
95332235.0,116.29942,25.47995,116.27499389648438,25.474998474121094,2,2025-01-17,2025-02-05,20,-1.8939307928085327,-0.7309516668319702,2025-02-05,2025-01-17,23.079840540885925,Severe,3,False,98.82,99.68,6,1,1,2,2
95332235.0,116.29942,25.47995,116.27499389648438,25.474998474121094,3,2025-02-08,2025-03-02,23,-2.107394218444824,-0.690714955329895,2025-02-25,2025-02-13,27.57739096879959,Extreme,4,False,93.52,100.0,6,1,1,2,2
95332235.0,116.29942,25.47995,116.27499389648438,25.474998474121094,4,2025-04-02,2025-04-21,20,-2.4802095890045166,-0.6236057877540588,2025-04-11,2025-04-20,31.88193041086197,Extreme,4,False,47.61,99.89,6,1,1,2,2
95332235.0,116.29942,25.47995,116.27499389648438,25.474998474121094,5,2025-05-22,2025-05-27,6,-0.9750081896781921,-0.7886147499084473,2025-05-22,2025-05-26,5.289769649505615,Light,1,False,37.29,54.61,6,1,1,2,2
95332235.0,116.29942,25.47995,116.27499389648438,25.474998474121094,6,2025-06-21,2025-07-16,26,-1.6027470827102661,-0.5173022747039795,2025-06-28,2025-06-21,24.41072052717209,Severe,3,False,98.71,99.43,6,1,1,2,2
95332236.0,116.68835,25.66767,116.67498779296875,25.67499542236328,1,2025-01-01,2025-01-08,8,-1.3953945636749268,-0.8232533931732178,2025-01-01,2025-01-05,8.23682814836502,Moderate,2,True,100.0,100.0,5,0,1,2,2
95332236.0,116.68835,25.66767,116.67498779296875,25.67499542236328,2,2025-01-10,2025-02-05,27,-1.8460423946380615,-0.5343301296234131,2025-02-05,2025-01-10,24.989439964294434,Severe,3,False,98.82,100.0,5,0,1,2,2
95332236.0,116.68835,25.66767,116.67498779296875,25.67499542236328,3,2025-02-08,2025-03-02,23,-1.8298403024673462,-0.579587459564209,2025-02-25,2025-02-13,23.95381850004196,Severe,3,False,93.52,100.0,5,0,1,2,2
95332236.0,116.68835,25.66767,116.67498779296875,25.67499542236328,4,2025-04-02,2025-04-23,22,-2.785902738571167,-0.5452662706375122,2025-04-11,2025-04-22,34.75395089387894,Extreme,4,False,47.61,99.89,5,0,1,2,2
95332236.0,116.68835,25.66767,116.67498779296875,25.67499542236328,5,2025-06-19,2025-07-19,31,-2.224727153778076,-0.5324895977973938,2025-06-27,2025-07-17,35.36875170469284,Extreme,4,False,97.53,99.57,5,0,1,2,2
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,1,2025-01-01,2025-01-08,8,-1.408050298690796,-0.7410733103752136,2025-01-01,2025-01-05,7.803107440471649,Moderate,2,True,100.0,100.0,9,2,4,3,0
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,2,2025-01-14,2025-02-05,23,-1.757048487663269,-0.5727397203445435,2025-02-05,2025-01-14,23.91649979352951,Severe,3,False,98.82,99.86,9,2,4,3,0
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,3,2025-02-08,2025-03-02,23,-1.9866604804992676,-0.5755338668823242,2025-02-25,2025-02-13,25.462726891040802,Severe,3,False,93.52,100.0,9,2,4,3,0
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,4,2025-04-02,2025-04-11,10,-1.4720804691314697,-0.6478239297866821,2025-04-03,2025-04-09,10.515674769878387,Moderate,2,False,92.75,94.36,9,2,4,3,0
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,5,2025-04-13,2025-04-23,11,-1.3747755289077759,-0.5258566737174988,2025-04-13,2025-04-20,10.196464657783508,Moderate,2,False,92.65,93.49,9,2,4,3,0
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,6,2025-05-24,2025-06-01,9,-1.4438934326171875,-0.5099009871482849,2025-05-26,2025-06-01,8.424100279808044,Moderate,2,False,47.97,51.39,9,2,4,3,0
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,7,2025-06-21,2025-07-12,22,-1.770599603652954,-0.502483606338501,2025-06-28,2025-06-21,26.365715622901917,Severe,3,False,98.71,99.43,9,2,4,3,0
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,8,2025-08-29,2025-09-09,12,-0.9405490756034851,-0.5232633948326111,2025-08-30,2025-09-09,7.590118765830994,Light,1,False,87.15,98.37,9,2,4,3,0
95332237.0,117.00125,25.69326,117.02499389648438,25.67499542236328,9,2025-11-14,2025-11-26,13,-0.7095412611961365,-0.5088806748390198,2025-11-15,2025-11-24,7.950109541416168,Light,1,False,6.76,17.84,9,2,4,3,0
95332238.0,117.2348565,25.72348088,117.22500610351562,25.724998474121094,1,2025-01-01,2025-02-05,36,-1.858249545097351,-0.544413685798645,2025-02-05,2025-01-16,36.20518797636032,Severe,3,True,98.82,100.0,6,0,3,2,1
95332238.0,117.2348565,25.72348088,117.22500610351562,25.724998474121094,2,2025-02-08,2025-03-02,23,-1.8650034666061401,-0.5933358669281006,2025-02-25,2025-02-13,25.75679874420166,Severe,3,False,93.52,100.0,6,0,3,2,1
95332238.0,117.2348565,25.72348088,117.22500610351562,25.724998474121094,3,2025-04-02,2025-04-11,10,-1.4980329275131226,-0.5368777513504028,2025-04-03,2025-04-11,9.688360095024109,Moderate,2,False,92.75,94.36,6,0,3,2,1
95332238.0,117.2348565,25.72348088,117.22500610351562,25.724998474121094,4,2025-04-13,2025-04-20,8,-1.3935984373092651,-0.5077006816864014,2025-04-13,2025-04-20,8.68960976600647,Moderate,2,False,92.65,93.49,6,0,3,2,1
95332238.0,117.2348565,25.72348088,117.22500610351562,25.724998474121094,5,2025-06-21,2025-07-11,21,-2.096324920654297,-0.6426883339881897,2025-06-28,2025-06-21,25.473629891872406,Extreme,4,False,98.71,99.43,6,0,3,2,1
95332238.0,117.2348565,25.72348088,117.22500610351562,25.724998474121094,6,2025-08-27,2025-09-09,14,-1.1073771715164185,-0.506299614906311,2025-08-30,2025-09-09,9.356541633605957,Moderate,2,False,87.15,98.37,6,0,3,2,1
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,1,2025-01-01,2025-01-08,8,-0.9562869668006897,-0.7569291591644287,2025-01-01,2025-01-04,6.682068347930908,Light,1,True,100.0,100.0,8,2,2,3,1
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,2,2025-01-18,2025-02-05,19,-1.7825361490249634,-0.6801466941833496,2025-02-05,2025-01-19,21.614200234413147,Severe,3,False,98.82,99.55,8,2,2,3,1
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,3,2025-02-08,2025-03-02,23,-1.873934030532837,-0.5736203193664551,2025-02-25,2025-02-08,25.316646993160248,Severe,3,False,93.52,100.0,8,2,2,3,1
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,4,2025-04-03,2025-04-08,6,-0.9506099820137024,-0.6295979619026184,2025-04-03,2025-04-08,4.64754843711853,Light,1,False,92.75,92.88,8,2,2,3,1
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,5,2025-04-13,2025-04-18,6,-1.2457467317581177,-1.0190298557281494,2025-04-13,2025-04-18,6.859125256538391,Moderate,2,False,92.65,93.49,8,2,2,3,1
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,6,2025-06-21,2025-07-11,21,-2.1325321197509766,-0.7420870065689087,2025-06-28,2025-07-11,30.06326115131378,Extreme,4,False,98.71,99.43,8,2,2,3,1
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,7,2025-08-12,2025-09-12,32,-1.7203832864761353,-0.7296440005302429,2025-08-29,2025-09-10,37.720304906368256,Severe,3,False,83.43,98.39,8,2,2,3,1
95332239.0,117.6462713,26.197705,117.625,26.17499542236328,8,2025-12-10,2025-12-31,22,-1.4422305822372437,-0.5175235271453857,2025-12-30,2025-12-17,15.392426550388336,Moderate,2,True,87.49,92.81,8,2,2,3,1
95332240.0,117.6962543,26.39744371,117.67498779296875,26.375,1,2025-01-01,2025-03-02,61,-1.517225742340088,-0.5428211688995361,2025-01-31,2025-02-22,60.09404271841049,Severe,3,True,98.8,100.0,5,0,1,4,0
95332240.0,117.6962543,26.39744371,117.67498779296875,26.375,2,2025-04-02,2025-04-08,7,-1.2796272039413452,-0.763781726360321,2025-04-03,2025-04-07,7.034201741218567,Moderate,2,False,92.75,94.04,5,0,1,4,0
95332240.0,117.6962543,26.39744371,117.67498779296875,26.375,3,2025-06-21,2025-07-12,22,-1.8281588554382324,-0.6346276998519897,2025-06-27,2025-07-12,26.52755618095398,Severe,3,False,97.53,99.43,5,0,1,4,0
95332240.0,117.6962543,26.39744371,117.67498779296875,26.375,4,2025-08-18,2025-09-12,26,-1.7365717887878418,-0.5043634176254272,2025-08-27,2025-08-18,28.67454069852829,Severe,3,False,71.89,98.39,5,0,1,4,0
95332240.0,117.6962543,26.39744371,117.67498779296875,26.375,5,2025-12-11,2025-12-31,21,-1.6674250364303589,-0.8582836985588074,2025-12-13,2025-12-26,25.67272013425827,Severe,3,True,55.59,92.79,5,0,1,4,0
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,1,2025-01-01,2025-02-05,36,-1.853935718536377,-0.6901639699935913,2025-01-31,2025-01-16,41.03427904844284,Severe,3,True,98.8,100.0,8,2,3,2,1
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,2,2025-02-08,2025-03-02,23,-1.3059805631637573,-0.6008681654930115,2025-02-18,2025-02-08,21.689701557159424,Moderate,2,False,99.14,100.0,8,2,3,2,1
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,3,2025-04-02,2025-04-08,7,-0.9373151063919067,-0.6618555188179016,2025-04-02,2025-04-08,5.1981207728385925,Light,1,False,63.95,94.04,8,2,3,2,1
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,4,2025-04-13,2025-04-20,8,-1.2546485662460327,-0.5827921032905579,2025-04-16,2025-04-20,7.989094913005829,Moderate,2,False,86.51,93.49,8,2,3,2,1
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,5,2025-06-21,2025-08-01,42,-1.6630640029907227,-0.5735234022140503,2025-07-19,2025-07-29,38.33622062206268,Severe,3,False,23.87,99.57,8,2,3,2,1
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,6,2025-08-15,2025-09-12,29,-2.2075388431549072,-0.5053050518035889,2025-09-03,2025-08-15,37.893301486968994,Extreme,4,False,92.11,98.39,8,2,3,2,1
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,7,2025-12-03,2025-12-22,20,-1.3413821458816528,-0.5566890835762024,2025-12-10,2025-12-09,22.751769244670868,Moderate,2,False,38.04,69.39,8,2,3,2,1
95332242.0,118.2814144,27.95758117,118.27499389648438,27.974998474121094,8,2025-12-24,2025-12-31,8,-0.8748025894165039,-0.5214111804962158,2025-12-31,2025-12-26,5.101091802120209,Light,1,True,85.94,91.16,8,2,3,2,1
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,1,2025-01-01,2025-02-05,36,-1.9112050533294678,-0.7263352274894714,2025-01-31,2025-01-16,44.409333288669586,Severe,3,True,98.8,100.0,7,1,3,2,1
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,2,2025-02-07,2025-03-02,24,-1.2643221616744995,-0.6056502461433411,2025-02-14,2025-02-07,23.57677799463272,Moderate,2,False,81.05,100.0,7,1,3,2,1
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,3,2025-04-03,2025-04-08,6,-0.7225831151008606,-0.5069684386253357,2025-04-03,2025-04-08,3.3949416279792786,Light,1,False,92.75,92.88,7,1,3,2,1
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,4,2025-04-13,2025-04-19,7,-1.1625453233718872,-0.5324615240097046,2025-04-15,2025-04-19,7.033628225326538,Moderate,2,False,89.1,93.49,7,1,3,2,1
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,5,2025-06-21,2025-07-28,38,-1.5944575071334839,-0.5555614829063416,2025-07-19,2025-07-28,38.95844894647598,Severe,3,False,23.87,99.57,7,1,3,2,1
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,6,2025-08-12,2025-09-12,32,-2.106205463409424,-0.5428776741027832,2025-08-20,2025-09-12,45.790713012218475,Extreme,4,False,43.91,98.39,7,1,3,2,1
95332243.0,118.0908773,27.81907915,118.07501220703125,27.824996948242188,7,2025-12-04,2025-12-31,28,-1.3830928802490234,-0.5092284679412842,2025-12-30,2025-12-09,26.309322893619537,Moderate,2,True,87.49,92.81,7,1,3,2,1
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,1,2025-01-01,2025-02-05,36,-1.6121138334274292,-0.7479081749916077,2025-02-05,2025-01-17,40.33084028959274,Severe,3,True,98.82,100.0,7,1,2,1,3
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,2,2025-02-08,2025-03-02,23,-2.0202953815460205,-0.6101652383804321,2025-02-25,2025-02-08,25.871265947818756,Extreme,4,False,93.52,100.0,7,1,2,1,3
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,3,2025-04-02,2025-04-18,17,-2.5941708087921143,-0.7975037693977356,2025-04-10,2025-04-18,27.73067796230316,Extreme,4,False,48.15,99.89,7,1,2,1,3
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,4,2025-05-19,2025-05-27,9,-1.0457768440246582,-0.5621755123138428,2025-05-20,2025-05-19,7.602290689945221,Moderate,2,False,45.16,64.04,7,1,2,1,3
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,5,2025-06-20,2025-07-21,32,-2.0799567699432373,-0.5214771628379822,2025-06-28,2025-06-20,43.28223639726639,Extreme,4,False,98.71,99.57,7,1,2,1,3
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,6,2025-08-26,2025-09-03,9,-0.7069628834724426,-0.5055311918258667,2025-09-01,2025-08-28,5.425427198410034,Light,1,False,91.77,98.37,7,1,2,1,3
95332244.0,116.28577,25.76857,116.27499389648438,25.774993896484375,7,2025-12-10,2025-12-31,22,-1.232954978942871,-0.5812603235244751,2025-12-30,2025-12-24,16.90640377998352,Moderate,2,True,87.49,92.81,7,1,2,1,3
