Site_ID,Station_Lon,Station_Lat,Matched_Grid_Lon,Matched_Grid_Lat,Distance_to_Grid_km,Extraction_Method,Event_ID,Start_Date,End_Date,Duration_Days,Min_Daily_SPI,Max_Daily_SPI,Min_SPI_Date,Max_SPI_Date,Severity,Drought_Level,Drought_Level_Code,Edge_Truncated
95332220.0,116.11679,25.25292,116.125,25.274993896484375,2.5896,Mean3x3,7,2025-08-29,2025-09-09,12,-1.2126687632666693,-0.6485891474617852,2025-09-01,2025-08-30,9.6062700384193,Moderate,2,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Nearest,1,2025-01-01,2025-02-05,36,-1.6161679029464722,-0.8615341782569885,2025-01-24,2025-02-04,43.218191266059875,Severe,3,True
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Nearest,2,2025-02-08,2025-02-21,14,-0.8644343018531799,-0.5404342412948608,2025-02-19,2025-02-15,9.332119941711426,Light,1,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Nearest,3,2025-02-23,2025-03-02,8,-1.0858933925628662,-0.5226930379867554,2025-03-01,2025-02-23,7.009928226470947,Moderate,2,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Nearest,4,2025-04-03,2025-04-08,6,-0.7127553224563599,-0.5250486731529236,2025-04-03,2025-04-06,3.491933584213257,Light,1,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Nearest,5,2025-05-11,2025-05-16,6,-1.1918326616287231,-0.5442402958869934,2025-05-14,2025-05-11,5.551805138587952,Moderate,2,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Nearest,6,2025-06-21,2025-07-11,21,-1.638392448425293,-0.6699947118759155,2025-06-27,2025-07-08,23.124890625476837,Severe,3,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Nearest,7,2025-08-12,2025-09-09,29,-2.27681040763855,-0.8329434990882874,2025-08-27,2025-09-09,38.69769525527954,Extreme,4,False
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Nearest,8,2025-12-10,2025-12-31,22,-1.5541092157363892,-0.724697470664978,2025-12-30,2025-12-22,24.042314529418945,Severe,3,True
95332221.0,117.3608625,26.78347812,117.375,26.774993896484375,1.691,Bilinear,1,2025-01-01,2025-02-05,36,-1.8476989067720546,-0.8592307907906199,2025-01-24,2025-02-04,45.439202845570215,Severe,3,True
