Site_ID,YearMonth,DroughtLevel,DroughtLevel_CN,Target_CBI,Normal_CBI,DeltaCBI,Target_Intercept,Normal_Intercept,Target_R2,Normal_R2,Target_n_hours,Normal_n_hours,Target_Macro_SD,Normal_Macro_SD,Pass_Hours,Pass_Macro_SD,Pair_flag,MinDailySPI,SPI_intensity,DurationDays,EventStartDate,EventEndDate,N_events_in_site_month,LAI,FAPAR,soil_moisture,soil_temperature,Longitude,Latitude,elevation,slope,canopy_height,aspect_sin,aspect_cos,nighttime_light,built_up_distance
95332217,2025-08,Mild,轻度干旱,,0.47771358051374657,,,12.470811192459688,,0.815322915626269,24,384,2.72094757642336,3.1561727585867483,False,True,too_few_hours,-0.7359384298324585,0.7359384298324585,1,2025-08-31,2025-08-31,1,3.2,0.84,0.354247767,24.46744792,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-08,Moderate,中度干旱,,0.47771358051374657,,,12.470811192459688,,0.815322915626269,0,384,,3.1561727585867483,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-08,Severe,重度干旱,,0.47771358051374657,,,12.470811192459688,,0.815322915626269,0,384,,3.1561727585867483,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-08,Extreme,极端干旱,,0.47771358051374657,,,12.470811192459688,,0.815322915626269,0,384,,3.1561727585867483,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-09,Mild,轻度干旱,0.46109924338401387,0.4886955711752537,-0.027596327791239827,13.405918261945112,12.57783049914937,0.7331694305170743,0.7318277612481554,192,336,2.5657522070734005,2.6704646585175005,True,True,ok,-0.8056297302246094,0.8056297302246094,8,2025-09-01,2025-09-08,1,3.2750000000000004,0.84375,0.35741322675,24.66870117375,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-09,Moderate,中度干旱,,0.4886955711752537,,,12.57783049914937,,0.7318277612481554,0,336,,2.6704646585175005,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-09,Severe,重度干旱,,0.4886955711752537,,,12.57783049914937,,0.7318277612481554,0,336,,2.6704646585175005,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-09,Extreme,极端干旱,,0.4886955711752537,,,12.57783049914937,,0.7318277612481554,0,336,,2.6704646585175005,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-10,Mild,轻度干旱,,0.5355337579639483,,,9.307350717754815,,0.7131465221510901,0,144,,2.69434066793265,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-10,Moderate,中度干旱,,0.5355337579639483,,,9.307350717754815,,0.7131465221510901,0,144,,2.69434066793265,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-10,Severe,重度干旱,,0.5355337579639483,,,9.307350717754815,,0.7131465221510901,0,144,,2.69434066793265,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-10,Extreme,极端干旱,,0.5355337579639483,,,9.307350717754815,,0.7131465221510901,0,144,,2.69434066793265,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-11,Mild,轻度干旱,,0.7896376378146994,,,3.0165900618059407,,0.8352076757019907,0,624,,5.073895340694954,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-11,Moderate,中度干旱,,0.7896376378146994,,,3.0165900618059407,,0.8352076757019907,0,624,,5.073895340694954,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-11,Severe,重度干旱,,0.7896376378146994,,,3.0165900618059407,,0.8352076757019907,0,624,,5.073895340694954,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-11,Extreme,极端干旱,,0.7896376378146994,,,3.0165900618059407,,0.8352076757019907,0,624,,5.073895340694954,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-12,Mild,轻度干旱,,0.6352575575931881,,,4.414711557527655,,0.7987093533509876,40,696,3.13296910563426,4.4485356152434194,False,True,too_few_hours,-0.7345563173294067,0.7345563173294067,2,2025-12-30,2025-12-31,1,1.2000000000000002,0.6,0.1750374515,13.304687505,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-12,Moderate,中度干旱,,0.6352575575931881,,,4.414711557527655,,0.7987093533509876,0,696,,4.4485356152434194,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-12,Severe,重度干旱,,0.6352575575931881,,,4.414711557527655,,0.7987093533509876,0,696,,4.4485356152434194,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332217,2025-12,Extreme,极端干旱,,0.6352575575931881,,,4.414711557527655,,0.7987093533509876,0,696,,4.4485356152434194,False,False,too_few_hours,,,0,,,0,,,,,117.63227,25.27501,287.0,37.2436637878418,14.0,0.7354692033110201,-0.6775581532097842,,
95332218,2025-01,Mild,轻度干旱,0.564859362602207,,,4.542038730579139,,0.720531956852661,,144,0,4.629997733909036,,False,False,too_few_hours,-0.9933581352233887,0.9933581352233887,6,2025-01-20,2025-01-31,2,3.6999999999999997,0.855,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-01,Moderate,中度干旱,0.7570072380922852,,,1.2892261168852954,,0.8698646242359983,,144,0,5.161648556527769,,False,False,too_few_hours,-1.344190716743469,1.344190716743469,6,2025-01-25,2025-01-30,1,4.7,0.88,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-01,Severe,重度干旱,,,,,,,,0,0,,,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-01,Extreme,极端干旱,,,,,,,,0,0,,,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-02,Mild,轻度干旱,0.7921331119962485,0.8586639948269097,-0.06653088283066122,1.825779501258861,1.5587140380075377,0.8705127217788695,0.8186211659324587,552,72,4.451059544851375,3.025705108585567,True,True,ok,-0.9403422474861145,0.9403422474861145,23,2025-02-01,2025-02-28,4,2.034782608695652,0.5356521739130436,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-02,Moderate,中度干旱,,0.8586639948269097,,,1.5587140380075377,,0.8186211659324587,48,72,4.538220841988214,3.025705108585567,False,True,too_few_hours,-1.186434864997864,1.186434864997864,2,2025-02-10,2025-02-11,1,3.7,0.87,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-02,Severe,重度干旱,,0.8586639948269097,,,1.5587140380075377,,0.8186211659324587,0,72,,3.025705108585567,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-02,Extreme,极端干旱,,0.8586639948269097,,,1.5587140380075377,,0.8186211659324587,0,72,,3.025705108585567,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-03,Mild,轻度干旱,,0.8768887332968681,,,1.0080567451644367,,0.9697414507889885,48,168,2.943713723120739,7.3771041914114335,False,True,too_few_hours,-0.8846519589424133,0.8846519589424133,2,2025-03-01,2025-03-02,1,1.8,0.59,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-03,Moderate,中度干旱,,0.8768887332968681,,,1.0080567451644367,,0.9697414507889885,0,168,,7.3771041914114335,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-03,Severe,重度干旱,,0.8768887332968681,,,1.0080567451644367,,0.9697414507889885,0,168,,7.3771041914114335,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-03,Extreme,极端干旱,,0.8768887332968681,,,1.0080567451644367,,0.9697414507889885,0,168,,7.3771041914114335,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-04,Mild,轻度干旱,0.40923855516248936,0.7476767591757293,-0.33843820401323993,11.911992508827907,3.307616776467725,0.689388717076903,0.8604065637799171,120,192,2.7721057961566142,4.3796185055663,True,True,ok,-0.7602797746658325,0.7602797746658325,5,2025-04-19,2025-04-23,1,4.76,0.834,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-04,Moderate,中度干旱,0.8270417149401346,0.7476767591757293,0.07936495576440528,1.7301403406678197,3.307616776467725,0.8782665404108678,0.8604065637799171,168,192,5.050084368560473,4.3796185055663,True,True,ok,-1.292484402656555,1.292484402656555,7,2025-04-12,2025-04-18,1,4.771428571428571,0.8557142857142858,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-04,Severe,重度干旱,0.7738586971144491,0.7476767591757293,0.026181937938719813,2.687471909343053,3.307616776467725,0.824574053769079,0.8604065637799171,216,192,4.14695082776897,4.3796185055663,True,True,ok,-1.701288223266602,1.701288223266602,9,2025-04-03,2025-04-11,1,4.2444444444444445,0.8544444444444443,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-04,Extreme,极端干旱,,0.7476767591757293,,,3.307616776467725,,0.8604065637799171,24,192,5.05561169664194,4.3796185055663,False,True,too_few_hours,-2.013293266296387,2.013293266296387,1,2025-04-02,2025-04-02,1,4.3,0.86,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-05,Mild,轻度干旱,0.6279243190481515,0.6176476951324301,0.010276623915721372,7.571792301862704,6.911552176336425,0.7829608339253763,0.7376456548148431,192,504,2.977010297532452,3.5527610758016928,True,True,ok,-0.9824873805046082,0.9824873805046082,8,2025-05-19,2025-05-30,3,0.15000000000000002,0.08,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-05,Moderate,中度干旱,,0.6176476951324301,,,6.911552176336425,,0.7376456548148431,48,504,2.1191226393333484,3.5527610758016928,False,True,too_few_hours,-1.161182761192322,1.161182761192322,2,2025-05-24,2025-05-25,1,0.15000000000000002,0.08,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-05,Severe,重度干旱,,0.6176476951324301,,,6.911552176336425,,0.7376456548148431,0,504,,3.5527610758016928,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-05,Extreme,极端干旱,,0.6176476951324301,,,6.911552176336425,,0.7376456548148431,0,504,,3.5527610758016928,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-06,Mild,轻度干旱,0.4874593346447978,0.5008989202236368,-0.013439585578839008,11.352204823299743,10.761806423036928,0.7861508611686074,0.6973751274549901,360,264,2.857622661442547,2.1573621589486756,True,True,ok,-0.9957558512687683,0.9957558512687683,15,2025-06-05,2025-06-26,2,5.3933333333333335,0.8846666666666667,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-06,Moderate,中度干旱,,0.5008989202236368,,,10.761806423036928,,0.6973751274549901,48,264,3.081673029876228,2.1573621589486756,False,True,too_few_hours,-1.412542343139648,1.412542343139648,2,2025-06-27,2025-06-30,2,6.4,0.9,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-06,Severe,重度干旱,,0.5008989202236368,,,10.761806423036928,,0.6973751274549901,48,264,2.641686096517274,2.1573621589486756,False,True,too_few_hours,-1.750706672668457,1.750706672668457,2,2025-06-28,2025-06-29,1,6.4,0.9,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-06,Extreme,极端干旱,,0.5008989202236368,,,10.761806423036928,,0.6973751274549901,0,264,,2.1573621589486756,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-07,Mild,轻度干旱,,0.5561976556277776,,,9.99709353713091,,0.6533465076724888,24,144,2.8388744897984,1.7675970195806183,False,True,too_few_hours,-0.9392809867858887,0.9392809867858887,1,2025-07-08,2025-07-08,1,6.300000000000001,0.94,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-07,Moderate,中度干旱,0.4530647911177349,0.5561976556277776,-0.10313286451004267,12.365944206379964,9.99709353713091,0.7541585391402617,0.6533465076724888,144,144,3.495587846676674,1.7675970195806183,True,True,ok,-1.462487697601318,1.462487697601318,6,2025-07-01,2025-07-07,2,6.333333333333333,0.9266666666666667,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-07,Severe,重度干旱,,0.5561976556277776,,,9.99709353713091,,0.6533465076724888,24,144,3.964047516331802,1.7675970195806183,False,True,too_few_hours,-1.613579273223877,1.613579273223877,1,2025-07-03,2025-07-03,1,6.4,0.9,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-07,Extreme,极端干旱,,0.5561976556277776,,,9.99709353713091,,0.6533465076724888,0,144,,1.7675970195806183,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-08,Mild,轻度干旱,0.3999384515313532,0.5218871300635601,-0.12194867853220692,13.13634239144375,10.216464470775662,0.6963872591231997,0.709998454125388,120,336,2.917542392065093,3.114549643723241,True,True,ok,-0.6729516983032227,0.6729516983032227,5,2025-08-27,2025-08-31,1,6.159999999999999,0.8960000000000001,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-08,Moderate,中度干旱,,0.5218871300635601,,,10.216464470775662,,0.709998454125388,0,336,,3.114549643723241,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-08,Severe,重度干旱,,0.5218871300635601,,,10.216464470775662,,0.709998454125388,0,336,,3.114549643723241,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-08,Extreme,极端干旱,,0.5218871300635601,,,10.216464470775662,,0.709998454125388,0,336,,3.114549643723241,False,False,too_few_hours,,,0,,,0,,,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
95332218,2025-09,Mild,轻度干旱,,0.48860470231901754,,,11.468867494052708,,0.7918203436879097,48,384,2.791531436867861,2.766045201664253,False,True,too_few_hours,-0.6094352006912231,0.6094352006912231,2,2025-09-01,2025-09-03,2,6.4,0.9,,,117.01007,24.96933,550.0,35.41823196411133,16.0,-0.9693774487121799,-0.2455755727434329,,
