Site_ID,YearMonth,DroughtLevel,Target_n_hours,Normal_n_hours,Target_flag,Normal_flag,Pair_flag
95332225,2025-09,Severe,120,168,ok,ok,ok
95332225,2025-09,Extreme,0,168,too_few_hours,ok,too_few_hours
95332225,2025-10,Mild,0,528,too_few_hours,ok,too_few_hours
95332225,2025-10,Moderate,0,528,too_few_hours,ok,too_few_hours
95332225,2025-10,Severe,0,528,too_few_hours,ok,too_few_hours
95332225,2025-10,Extreme,0,528,too_few_hours,ok,too_few_hours
95332225,2025-11,Mild,0,384,too_few_hours,ok,too_few_hours
95332225,2025-11,Moderate,0,384,too_few_hours,ok,too_few_hours
95332225,2025-11,Severe,0,384,too_few_hours,ok,too_few_hours
95332225,2025-11,Extreme,0,384,too_few_hours,ok,too_few_hours
95332225,2025-12,Mild,424,72,ok,ok,ok
95332225,2025-12,Moderate,240,72,ok,ok,ok
95332225,2025-12,Severe,0,72,too_few_hours,ok,too_few_hours
95332225,2025-12,Extreme,0,72,too_few_hours,ok,too_few_hours
95332226,2025-01,Mild,96,0,ok,too_few_hours,too_few_hours
95332226,2025-01,Moderate,72,0,ok,too_few_hours,too_few_hours
95332226,2025-01,Severe,120,0,ok,too_few_hours,too_few_hours
95332226,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332226,2025-02,Mild,96,0,ok,too_few_hours,too_few_hours
95332226,2025-02,Moderate,504,0,ok,too_few_hours,too_few_hours
95332226,2025-02,Severe,72,0,ok,too_few_hours,too_few_hours
95332226,2025-02,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332226,2025-03,Mild,0,456,too_few_hours,ok,too_few_hours
95332226,2025-03,Moderate,48,456,too_few_hours,ok,too_few_hours
95332226,2025-03,Severe,0,456,too_few_hours,ok,too_few_hours
95332226,2025-03,Extreme,0,456,too_few_hours,ok,too_few_hours
95332226,2025-04,Mild,216,360,ok,ok,ok
95332226,2025-04,Moderate,144,360,ok,ok,ok
95332226,2025-04,Severe,0,360,too_few_hours,ok,too_few_hours
95332226,2025-04,Extreme,0,360,too_few_hours,ok,too_few_hours
95332226,2025-05,Mild,0,336,too_few_hours,ok,too_few_hours
95332226,2025-05,Moderate,0,336,too_few_hours,ok,too_few_hours
95332226,2025-05,Severe,0,336,too_few_hours,ok,too_few_hours
95332226,2025-05,Extreme,0,336,too_few_hours,ok,too_few_hours
95332226,2025-06,Mild,144,408,ok,ok,ok
95332226,2025-06,Moderate,96,408,ok,ok,ok
95332226,2025-06,Severe,24,408,too_few_hours,ok,too_few_hours
95332226,2025-06,Extreme,0,408,too_few_hours,ok,too_few_hours
95332226,2025-07,Mild,240,0,ok,too_few_hours,too_few_hours
95332226,2025-07,Moderate,480,0,ok,too_few_hours,too_few_hours
95332226,2025-07,Severe,24,0,too_few_hours,too_few_hours,too_few_hours
95332226,2025-07,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332226,2025-08,Mild,144,120,ok,ok,ok
95332226,2025-08,Moderate,120,120,ok,ok,ok
95332226,2025-08,Severe,336,120,ok,ok,ok
95332226,2025-08,Extreme,24,120,too_few_hours,ok,too_few_hours
95332226,2025-09,Mild,216,216,ok,ok,ok
95332226,2025-09,Moderate,144,216,ok,ok,ok
95332226,2025-09,Severe,72,216,ok,ok,ok
95332226,2025-09,Extreme,72,216,ok,ok,ok
95332226,2025-10,Mild,24,528,too_few_hours,ok,too_few_hours
95332226,2025-10,Moderate,0,528,too_few_hours,ok,too_few_hours
95332226,2025-10,Severe,0,528,too_few_hours,ok,too_few_hours
95332226,2025-10,Extreme,0,528,too_few_hours,ok,too_few_hours
95332226,2025-11,Mild,0,384,too_few_hours,ok,too_few_hours
95332226,2025-11,Moderate,0,384,too_few_hours,ok,too_few_hours
95332226,2025-11,Severe,0,384,too_few_hours,ok,too_few_hours
95332226,2025-11,Extreme,0,384,too_few_hours,ok,too_few_hours
95332226,2025-12,Mild,448,96,ok,ok,ok
95332226,2025-12,Moderate,192,96,ok,ok,ok
95332226,2025-12,Severe,0,96,too_few_hours,ok,too_few_hours
95332226,2025-12,Extreme,0,96,too_few_hours,ok,too_few_hours
95332227,2025-01,Mild,0,0,too_few_hours,too_few_hours,too_few_hours
95332227,2025-01,Moderate,96,0,ok,too_few_hours,too_few_hours
95332227,2025-01,Severe,192,0,ok,too_few_hours,too_few_hours
95332227,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332227,2025-02,Mild,312,24,ok,too_few_hours,too_few_hours
95332227,2025-02,Moderate,336,24,ok,too_few_hours,too_few_hours
95332227,2025-02,Severe,0,24,too_few_hours,too_few_hours,too_few_hours
95332227,2025-02,Extreme,0,24,too_few_hours,too_few_hours,too_few_hours
95332227,2025-03,Mild,24,360,too_few_hours,ok,too_few_hours
95332227,2025-03,Moderate,24,360,too_few_hours,ok,too_few_hours
95332227,2025-03,Severe,0,360,too_few_hours,ok,too_few_hours
95332227,2025-03,Extreme,0,360,too_few_hours,ok,too_few_hours
95332227,2025-04,Mild,192,384,ok,ok,ok
95332227,2025-04,Moderate,144,384,ok,ok,ok
95332227,2025-04,Severe,0,384,too_few_hours,ok,too_few_hours
95332227,2025-04,Extreme,0,384,too_few_hours,ok,too_few_hours
95332227,2025-05,Mild,0,456,too_few_hours,ok,too_few_hours
95332227,2025-05,Moderate,0,456,too_few_hours,ok,too_few_hours
95332227,2025-05,Severe,0,456,too_few_hours,ok,too_few_hours
95332227,2025-05,Extreme,0,456,too_few_hours,ok,too_few_hours
95332227,2025-06,Mild,144,432,ok,ok,ok
95332227,2025-06,Moderate,72,432,ok,ok,ok
95332227,2025-06,Severe,24,432,too_few_hours,ok,too_few_hours
95332227,2025-06,Extreme,0,432,too_few_hours,ok,too_few_hours
95332227,2025-07,Mild,240,144,ok,ok,ok
95332227,2025-07,Moderate,360,144,ok,ok,ok
95332227,2025-07,Severe,0,144,too_few_hours,ok,too_few_hours
95332227,2025-07,Extreme,0,144,too_few_hours,ok,too_few_hours
95332227,2025-08,Mild,24,240,too_few_hours,ok,too_few_hours
95332227,2025-08,Moderate,192,240,ok,ok,ok
95332227,2025-08,Severe,168,240,ok,ok,ok
95332227,2025-08,Extreme,120,240,ok,ok,ok
95332227,2025-09,Mild,168,168,ok,ok,ok
95332227,2025-09,Moderate,144,168,ok,ok,ok
95332227,2025-09,Severe,96,168,ok,ok,ok
95332227,2025-09,Extreme,144,168,ok,ok,ok
95332227,2025-10,Mild,0,480,too_few_hours,ok,too_few_hours
95332227,2025-10,Moderate,0,480,too_few_hours,ok,too_few_hours
95332227,2025-10,Severe,0,480,too_few_hours,ok,too_few_hours
95332227,2025-10,Extreme,0,480,too_few_hours,ok,too_few_hours
95332227,2025-11,Mild,0,336,too_few_hours,ok,too_few_hours
95332227,2025-11,Moderate,0,336,too_few_hours,ok,too_few_hours
95332227,2025-11,Severe,0,336,too_few_hours,ok,too_few_hours
95332227,2025-11,Extreme,0,336,too_few_hours,ok,too_few_hours
95332227,2025-12,Mild,232,72,ok,ok,ok
95332227,2025-12,Moderate,360,72,ok,ok,ok
95332227,2025-12,Severe,72,72,ok,ok,ok
95332227,2025-12,Extreme,0,72,too_few_hours,ok,too_few_hours
95332228,2025-01,Mild,0,0,too_few_hours,too_few_hours,too_few_hours
95332228,2025-01,Moderate,120,0,ok,too_few_hours,too_few_hours
95332228,2025-01,Severe,168,0,ok,too_few_hours,too_few_hours
95332228,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332228,2025-02,Mild,432,72,ok,ok,ok
95332228,2025-02,Moderate,144,72,ok,ok,ok
95332228,2025-02,Severe,24,72,too_few_hours,ok,too_few_hours
95332228,2025-02,Extreme,0,72,too_few_hours,ok,too_few_hours
95332228,2025-03,Mild,0,336,too_few_hours,ok,too_few_hours
95332228,2025-03,Moderate,48,336,too_few_hours,ok,too_few_hours
95332228,2025-03,Severe,0,336,too_few_hours,ok,too_few_hours
95332228,2025-03,Extreme,0,336,too_few_hours,ok,too_few_hours
95332228,2025-04,Mild,96,480,ok,ok,ok
95332228,2025-04,Moderate,144,480,ok,ok,ok
95332228,2025-04,Severe,0,480,too_few_hours,ok,too_few_hours
95332228,2025-04,Extreme,0,480,too_few_hours,ok,too_few_hours
95332228,2025-05,Mild,0,312,too_few_hours,ok,too_few_hours
95332228,2025-05,Moderate,0,312,too_few_hours,ok,too_few_hours
95332228,2025-05,Severe,0,312,too_few_hours,ok,too_few_hours
95332228,2025-05,Extreme,0,312,too_few_hours,ok,too_few_hours
95332228,2025-06,Mild,120,432,ok,ok,ok
95332228,2025-06,Moderate,96,432,ok,ok,ok
95332228,2025-06,Severe,24,432,too_few_hours,ok,too_few_hours
95332228,2025-06,Extreme,0,432,too_few_hours,ok,too_few_hours
95332228,2025-07,Mild,144,120,ok,ok,ok
95332228,2025-07,Moderate,480,120,ok,ok,ok
95332228,2025-07,Severe,0,120,too_few_hours,ok,too_few_hours
95332228,2025-07,Extreme,0,120,too_few_hours,ok,too_few_hours
95332228,2025-08,Mild,0,264,too_few_hours,ok,too_few_hours
95332228,2025-08,Moderate,144,264,ok,ok,ok
95332228,2025-08,Severe,120,264,ok,ok,ok
95332228,2025-08,Extreme,216,264,ok,ok,ok
95332228,2025-09,Mild,0,432,too_few_hours,ok,too_few_hours
95332228,2025-09,Moderate,72,432,ok,ok,ok
95332228,2025-09,Severe,120,432,ok,ok,ok
95332228,2025-09,Extreme,96,432,ok,ok,ok
95332228,2025-10,Mild,0,744,too_few_hours,ok,too_few_hours
95332228,2025-10,Moderate,0,744,too_few_hours,ok,too_few_hours
95332228,2025-10,Severe,0,744,too_few_hours,ok,too_few_hours
95332228,2025-10,Extreme,0,744,too_few_hours,ok,too_few_hours
95332228,2025-11,Mild,0,408,too_few_hours,ok,too_few_hours
95332228,2025-11,Moderate,0,408,too_few_hours,ok,too_few_hours
95332228,2025-11,Severe,0,408,too_few_hours,ok,too_few_hours
95332228,2025-11,Extreme,0,408,too_few_hours,ok,too_few_hours
95332228,2025-12,Mild,400,120,ok,ok,ok
95332228,2025-12,Moderate,216,120,ok,ok,ok
95332228,2025-12,Severe,0,120,too_few_hours,ok,too_few_hours
95332228,2025-12,Extreme,0,120,too_few_hours,ok,too_few_hours
95332229,2025-01,Mild,0,0,too_few_hours,too_few_hours,too_few_hours
95332229,2025-01,Moderate,48,0,too_few_hours,too_few_hours,too_few_hours
95332229,2025-01,Severe,240,0,ok,too_few_hours,too_few_hours
95332229,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332229,2025-02,Mild,456,72,ok,ok,ok
95332229,2025-02,Moderate,120,72,ok,ok,ok
95332229,2025-02,Severe,24,72,too_few_hours,ok,too_few_hours
95332229,2025-02,Extreme,0,72,too_few_hours,ok,too_few_hours
95332229,2025-03,Mild,48,336,too_few_hours,ok,too_few_hours
95332229,2025-03,Moderate,0,336,too_few_hours,ok,too_few_hours
95332229,2025-03,Severe,0,336,too_few_hours,ok,too_few_hours
95332229,2025-03,Extreme,0,336,too_few_hours,ok,too_few_hours
95332229,2025-04,Mild,240,360,ok,ok,ok
95332229,2025-04,Moderate,120,360,ok,ok,ok
95332229,2025-04,Severe,0,360,too_few_hours,ok,too_few_hours
95332229,2025-04,Extreme,0,360,too_few_hours,ok,too_few_hours
95332229,2025-05,Mild,0,216,too_few_hours,ok,too_few_hours
95332229,2025-05,Moderate,0,216,too_few_hours,ok,too_few_hours
95332229,2025-05,Severe,0,216,too_few_hours,ok,too_few_hours
95332229,2025-05,Extreme,0,216,too_few_hours,ok,too_few_hours
95332229,2025-06,Mild,144,432,ok,ok,ok
95332229,2025-06,Moderate,96,432,ok,ok,ok
95332229,2025-06,Severe,0,432,too_few_hours,ok,too_few_hours
95332229,2025-06,Extreme,0,432,too_few_hours,ok,too_few_hours
95332229,2025-07,Mild,336,48,ok,too_few_hours,too_few_hours
95332229,2025-07,Moderate,360,48,ok,too_few_hours,too_few_hours
95332229,2025-07,Severe,0,48,too_few_hours,too_few_hours,too_few_hours
95332229,2025-07,Extreme,0,48,too_few_hours,too_few_hours,too_few_hours
95332229,2025-08,Mild,120,264,ok,ok,ok
95332229,2025-08,Moderate,144,264,ok,ok,ok
95332229,2025-08,Severe,192,264,ok,ok,ok
95332229,2025-08,Extreme,24,264,too_few_hours,ok,too_few_hours
95332229,2025-09,Mild,48,432,too_few_hours,ok,too_few_hours
95332229,2025-09,Moderate,48,432,too_few_hours,ok,too_few_hours
95332229,2025-09,Severe,144,432,ok,ok,ok
95332229,2025-09,Extreme,48,432,too_few_hours,ok,too_few_hours
95332229,2025-10,Mild,0,624,too_few_hours,ok,too_few_hours
95332229,2025-10,Moderate,0,624,too_few_hours,ok,too_few_hours
95332229,2025-10,Severe,0,624,too_few_hours,ok,too_few_hours
95332229,2025-10,Extreme,0,624,too_few_hours,ok,too_few_hours
95332229,2025-11,Mild,0,384,too_few_hours,ok,too_few_hours
95332229,2025-11,Moderate,0,384,too_few_hours,ok,too_few_hours
95332229,2025-11,Severe,0,384,too_few_hours,ok,too_few_hours
95332229,2025-11,Extreme,0,384,too_few_hours,ok,too_few_hours
95332229,2025-12,Mild,376,96,ok,ok,ok
95332229,2025-12,Moderate,264,96,ok,ok,ok
95332229,2025-12,Severe,0,96,too_few_hours,ok,too_few_hours
95332229,2025-12,Extreme,0,96,too_few_hours,ok,too_few_hours
95332230,2025-01,Mild,24,0,too_few_hours,too_few_hours,too_few_hours
95332230,2025-01,Moderate,144,0,ok,too_few_hours,too_few_hours
95332230,2025-01,Severe,120,0,ok,too_few_hours,too_few_hours
95332230,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332230,2025-02,Mild,456,72,ok,ok,ok
95332230,2025-02,Moderate,120,72,ok,ok,ok
95332230,2025-02,Severe,24,72,too_few_hours,ok,too_few_hours
95332230,2025-02,Extreme,0,72,too_few_hours,ok,too_few_hours
95332230,2025-03,Mild,0,312,too_few_hours,ok,too_few_hours
95332230,2025-03,Moderate,48,312,too_few_hours,ok,too_few_hours
95332230,2025-03,Severe,0,312,too_few_hours,ok,too_few_hours
95332230,2025-03,Extreme,0,312,too_few_hours,ok,too_few_hours
95332230,2025-04,Mild,24,552,too_few_hours,ok,too_few_hours
95332230,2025-04,Moderate,144,552,ok,ok,ok
95332230,2025-04,Severe,0,552,too_few_hours,ok,too_few_hours
95332230,2025-04,Extreme,0,552,too_few_hours,ok,too_few_hours
95332230,2025-05,Mild,0,384,too_few_hours,ok,too_few_hours
95332230,2025-05,Moderate,0,384,too_few_hours,ok,too_few_hours
95332230,2025-05,Severe,0,384,too_few_hours,ok,too_few_hours
95332230,2025-05,Extreme,0,384,too_few_hours,ok,too_few_hours
95332230,2025-06,Mild,72,432,ok,ok,ok
95332230,2025-06,Moderate,72,432,ok,ok,ok
95332230,2025-06,Severe,96,432,ok,ok,ok
95332230,2025-06,Extreme,0,432,too_few_hours,ok,too_few_hours
95332230,2025-07,Mild,240,168,ok,ok,ok
95332230,2025-07,Moderate,336,168,ok,ok,ok
95332230,2025-07,Severe,0,168,too_few_hours,ok,too_few_hours
95332230,2025-07,Extreme,0,168,too_few_hours,ok,too_few_hours
95332230,2025-08,Mild,24,264,too_few_hours,ok,too_few_hours
95332230,2025-08,Moderate,168,264,ok,ok,ok
95332230,2025-08,Severe,120,264,ok,ok,ok
95332230,2025-08,Extreme,168,264,ok,ok,ok
95332230,2025-09,Mild,192,240,ok,ok,ok
95332230,2025-09,Moderate,72,240,ok,ok,ok
95332230,2025-09,Severe,96,240,ok,ok,ok
95332230,2025-09,Extreme,120,240,ok,ok,ok
95332230,2025-10,Mild,24,720,too_few_hours,ok,too_few_hours
95332230,2025-10,Moderate,0,720,too_few_hours,ok,too_few_hours
95332230,2025-10,Severe,0,720,too_few_hours,ok,too_few_hours
95332230,2025-10,Extreme,0,720,too_few_hours,ok,too_few_hours
95332230,2025-11,Mild,0,456,too_few_hours,ok,too_few_hours
95332230,2025-11,Moderate,0,456,too_few_hours,ok,too_few_hours
95332230,2025-11,Severe,0,456,too_few_hours,ok,too_few_hours
95332230,2025-11,Extreme,0,456,too_few_hours,ok,too_few_hours
95332230,2025-12,Mild,328,96,ok,ok,ok
95332230,2025-12,Moderate,312,96,ok,ok,ok
95332230,2025-12,Severe,0,96,too_few_hours,ok,too_few_hours
95332230,2025-12,Extreme,0,96,too_few_hours,ok,too_few_hours
95332231,2025-01,Mild,96,0,ok,too_few_hours,too_few_hours
95332231,2025-01,Moderate,168,0,ok,too_few_hours,too_few_hours
95332231,2025-01,Severe,24,0,too_few_hours,too_few_hours,too_few_hours
95332231,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332231,2025-02,Mild,552,48,ok,too_few_hours,too_few_hours
95332231,2025-02,Moderate,72,48,ok,too_few_hours,too_few_hours
95332231,2025-02,Severe,0,48,too_few_hours,too_few_hours,too_few_hours
95332231,2025-02,Extreme,0,48,too_few_hours,too_few_hours,too_few_hours
95332231,2025-03,Mild,24,216,too_few_hours,ok,too_few_hours
95332231,2025-03,Moderate,24,216,too_few_hours,ok,too_few_hours
95332231,2025-03,Severe,0,216,too_few_hours,ok,too_few_hours
95332231,2025-03,Extreme,0,216,too_few_hours,ok,too_few_hours
95332231,2025-04,Mild,144,552,ok,ok,ok
95332231,2025-04,Moderate,0,552,too_few_hours,ok,too_few_hours
95332231,2025-04,Severe,0,552,too_few_hours,ok,too_few_hours
95332231,2025-04,Extreme,0,552,too_few_hours,ok,too_few_hours
95332231,2025-05,Mild,0,528,too_few_hours,ok,too_few_hours
95332231,2025-05,Moderate,120,528,ok,ok,ok
95332231,2025-05,Severe,0,528,too_few_hours,ok,too_few_hours
95332231,2025-05,Extreme,0,528,too_few_hours,ok,too_few_hours
95332231,2025-06,Mild,144,120,ok,ok,ok
95332231,2025-06,Moderate,72,120,ok,ok,ok
95332231,2025-06,Severe,24,120,too_few_hours,ok,too_few_hours
95332231,2025-06,Extreme,0,120,too_few_hours,ok,too_few_hours
95332231,2025-07,Mild,120,408,ok,ok,ok
95332231,2025-07,Moderate,216,408,ok,ok,ok
95332231,2025-07,Severe,0,408,too_few_hours,ok,too_few_hours
95332231,2025-07,Extreme,0,408,too_few_hours,ok,too_few_hours
95332231,2025-08,Mild,0,240,too_few_hours,ok,too_few_hours
95332231,2025-08,Moderate,192,240,ok,ok,ok
95332231,2025-08,Severe,216,240,ok,ok,ok
95332231,2025-08,Extreme,96,240,ok,ok,ok
95332231,2025-09,Mild,288,192,ok,ok,ok
95332231,2025-09,Moderate,120,192,ok,ok,ok
95332231,2025-09,Severe,96,192,ok,ok,ok
95332231,2025-09,Extreme,0,192,too_few_hours,ok,too_few_hours
95332231,2025-10,Mild,0,504,too_few_hours,ok,too_few_hours
95332231,2025-10,Moderate,0,504,too_few_hours,ok,too_few_hours
95332231,2025-10,Severe,0,504,too_few_hours,ok,too_few_hours
95332231,2025-10,Extreme,0,504,too_few_hours,ok,too_few_hours
95332231,2025-11,Mild,0,336,too_few_hours,ok,too_few_hours
95332231,2025-11,Moderate,0,336,too_few_hours,ok,too_few_hours
95332231,2025-11,Severe,0,336,too_few_hours,ok,too_few_hours
95332231,2025-11,Extreme,0,336,too_few_hours,ok,too_few_hours
95332231,2025-12,Mild,376,24,ok,too_few_hours,too_few_hours
95332231,2025-12,Moderate,264,24,ok,too_few_hours,too_few_hours
95332231,2025-12,Severe,72,24,ok,too_few_hours,too_few_hours
95332231,2025-12,Extreme,0,24,too_few_hours,too_few_hours,too_few_hours
95332232,2025-01,Mild,120,0,ok,too_few_hours,too_few_hours
95332232,2025-01,Moderate,168,0,ok,too_few_hours,too_few_hours
95332232,2025-01,Severe,0,0,too_few_hours,too_few_hours,too_few_hours
95332232,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332232,2025-02,Mild,216,24,ok,too_few_hours,too_few_hours
95332232,2025-02,Moderate,264,24,ok,too_few_hours,too_few_hours
95332232,2025-02,Severe,168,24,ok,too_few_hours,too_few_hours
95332232,2025-02,Extreme,0,24,too_few_hours,too_few_hours,too_few_hours
95332232,2025-03,Mild,0,192,too_few_hours,ok,too_few_hours
95332232,2025-03,Moderate,48,192,too_few_hours,ok,too_few_hours
95332232,2025-03,Severe,0,192,too_few_hours,ok,too_few_hours
95332232,2025-03,Extreme,0,192,too_few_hours,ok,too_few_hours
95332232,2025-04,Mild,0,528,too_few_hours,ok,too_few_hours
95332232,2025-04,Moderate,144,528,ok,ok,ok
95332232,2025-04,Severe,24,528,too_few_hours,ok,too_few_hours
95332232,2025-04,Extreme,0,528,too_few_hours,ok,too_few_hours
95332232,2025-05,Mild,192,216,ok,ok,ok
95332232,2025-05,Moderate,120,216,ok,ok,ok
95332232,2025-05,Severe,48,216,too_few_hours,ok,too_few_hours
95332232,2025-05,Extreme,0,216,too_few_hours,ok,too_few_hours
95332232,2025-06,Mild,168,360,ok,ok,ok
95332232,2025-06,Moderate,96,360,ok,ok,ok
95332232,2025-06,Severe,96,360,ok,ok,ok
95332232,2025-06,Extreme,0,360,too_few_hours,ok,too_few_hours
95332232,2025-07,Mild,96,192,ok,ok,ok
95332232,2025-07,Moderate,120,192,ok,ok,ok
95332232,2025-07,Severe,72,192,ok,ok,ok
95332232,2025-07,Extreme,0,192,too_few_hours,ok,too_few_hours
95332232,2025-08,Mild,144,336,ok,ok,ok
95332232,2025-08,Moderate,72,336,ok,ok,ok
95332232,2025-08,Severe,0,336,too_few_hours,ok,too_few_hours
95332232,2025-08,Extreme,0,336,too_few_hours,ok,too_few_hours
95332232,2025-09,Mild,312,264,ok,ok,ok
95332232,2025-09,Moderate,0,264,too_few_hours,ok,too_few_hours
95332232,2025-09,Severe,0,264,too_few_hours,ok,too_few_hours
95332232,2025-09,Extreme,0,264,too_few_hours,ok,too_few_hours
95332232,2025-10,Mild,0,48,too_few_hours,too_few_hours,too_few_hours
95332232,2025-10,Moderate,0,48,too_few_hours,too_few_hours,too_few_hours
95332232,2025-10,Severe,0,48,too_few_hours,too_few_hours,too_few_hours
95332232,2025-10,Extreme,0,48,too_few_hours,too_few_hours,too_few_hours
95332232,2025-11,Mild,168,432,ok,ok,ok
95332232,2025-11,Moderate,0,432,too_few_hours,ok,too_few_hours
95332232,2025-11,Severe,0,432,too_few_hours,ok,too_few_hours
95332232,2025-11,Extreme,0,432,too_few_hours,ok,too_few_hours
95332232,2025-12,Mild,16,696,too_few_hours,ok,too_few_hours
95332232,2025-12,Moderate,24,696,too_few_hours,ok,too_few_hours
95332232,2025-12,Severe,0,696,too_few_hours,ok,too_few_hours
95332232,2025-12,Extreme,0,696,too_few_hours,ok,too_few_hours
95332233,2025-01,Mild,144,0,ok,too_few_hours,too_few_hours
95332233,2025-01,Moderate,144,0,ok,too_few_hours,too_few_hours
95332233,2025-01,Severe,0,0,too_few_hours,too_few_hours,too_few_hours
95332233,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332233,2025-02,Mild,216,48,ok,too_few_hours,too_few_hours
95332233,2025-02,Moderate,288,48,ok,too_few_hours,too_few_hours
95332233,2025-02,Severe,120,48,ok,too_few_hours,too_few_hours
95332233,2025-02,Extreme,0,48,too_few_hours,too_few_hours,too_few_hours
95332233,2025-03,Mild,0,192,too_few_hours,ok,too_few_hours
95332233,2025-03,Moderate,48,192,too_few_hours,ok,too_few_hours
95332233,2025-03,Severe,0,192,too_few_hours,ok,too_few_hours
95332233,2025-03,Extreme,0,192,too_few_hours,ok,too_few_hours
95332233,2025-04,Mild,24,528,too_few_hours,ok,too_few_hours
95332233,2025-04,Moderate,144,528,ok,ok,ok
95332233,2025-04,Severe,0,528,too_few_hours,ok,too_few_hours
95332233,2025-04,Extreme,0,528,too_few_hours,ok,too_few_hours
95332233,2025-05,Mild,240,360,ok,ok,ok
95332233,2025-05,Moderate,96,360,ok,ok,ok
95332233,2025-05,Severe,48,360,too_few_hours,ok,too_few_hours
95332233,2025-05,Extreme,0,360,too_few_hours,ok,too_few_hours
95332233,2025-06,Mild,48,480,too_few_hours,ok,too_few_hours
95332233,2025-06,Moderate,96,480,ok,ok,ok
95332233,2025-06,Severe,72,480,ok,ok,ok
95332233,2025-06,Extreme,24,480,too_few_hours,ok,too_few_hours
95332233,2025-07,Mild,72,216,ok,ok,ok
95332233,2025-07,Moderate,120,216,ok,ok,ok
95332233,2025-07,Severe,72,216,ok,ok,ok
95332233,2025-07,Extreme,0,216,too_few_hours,ok,too_few_hours
95332233,2025-08,Mild,264,168,ok,ok,ok
95332233,2025-08,Moderate,144,168,ok,ok,ok
95332233,2025-08,Severe,0,168,too_few_hours,ok,too_few_hours
95332233,2025-08,Extreme,0,168,too_few_hours,ok,too_few_hours
95332233,2025-09,Mild,168,336,ok,ok,ok
95332233,2025-09,Moderate,120,336,ok,ok,ok
95332233,2025-09,Severe,0,336,too_few_hours,ok,too_few_hours
95332233,2025-09,Extreme,0,336,too_few_hours,ok,too_few_hours
95332233,2025-10,Mild,0,264,too_few_hours,ok,too_few_hours
95332233,2025-10,Moderate,0,264,too_few_hours,ok,too_few_hours
95332233,2025-10,Severe,0,264,too_few_hours,ok,too_few_hours
95332233,2025-10,Extreme,0,264,too_few_hours,ok,too_few_hours
95332233,2025-11,Mild,96,576,ok,ok,ok
95332233,2025-11,Moderate,0,576,too_few_hours,ok,too_few_hours
95332233,2025-11,Severe,0,576,too_few_hours,ok,too_few_hours
95332233,2025-11,Extreme,0,576,too_few_hours,ok,too_few_hours
95332233,2025-12,Mild,64,648,too_few_hours,ok,too_few_hours
95332233,2025-12,Moderate,24,648,too_few_hours,ok,too_few_hours
95332233,2025-12,Severe,0,648,too_few_hours,ok,too_few_hours
95332233,2025-12,Extreme,0,648,too_few_hours,ok,too_few_hours
95332234,2025-01,Mild,168,24,ok,too_few_hours,too_few_hours
95332234,2025-01,Moderate,96,24,ok,too_few_hours,too_few_hours
95332234,2025-01,Severe,0,24,too_few_hours,too_few_hours,too_few_hours
95332234,2025-01,Extreme,0,24,too_few_hours,too_few_hours,too_few_hours
95332234,2025-02,Mild,192,48,ok,too_few_hours,too_few_hours
95332234,2025-02,Moderate,288,48,ok,too_few_hours,too_few_hours
95332234,2025-02,Severe,144,48,ok,too_few_hours,too_few_hours
95332234,2025-02,Extreme,0,48,too_few_hours,too_few_hours,too_few_hours
95332234,2025-03,Mild,0,168,too_few_hours,ok,too_few_hours
95332234,2025-03,Moderate,48,168,too_few_hours,ok,too_few_hours
95332234,2025-03,Severe,0,168,too_few_hours,ok,too_few_hours
95332234,2025-03,Extreme,0,168,too_few_hours,ok,too_few_hours
95332234,2025-04,Mild,216,192,ok,ok,ok
95332234,2025-04,Moderate,240,192,ok,ok,ok
95332234,2025-04,Severe,72,192,ok,ok,ok
95332234,2025-04,Extreme,0,192,too_few_hours,ok,too_few_hours
95332234,2025-05,Mild,264,360,ok,ok,ok
95332234,2025-05,Moderate,120,360,ok,ok,ok
95332234,2025-05,Severe,0,360,too_few_hours,ok,too_few_hours
95332234,2025-05,Extreme,0,360,too_few_hours,ok,too_few_hours
95332234,2025-06,Mild,552,72,ok,ok,ok
95332234,2025-06,Moderate,24,72,too_few_hours,ok,too_few_hours
95332234,2025-06,Severe,72,72,ok,ok,ok
95332234,2025-06,Extreme,0,72,too_few_hours,ok,too_few_hours
95332234,2025-07,Mild,192,288,ok,ok,ok
95332234,2025-07,Moderate,120,288,ok,ok,ok
95332234,2025-07,Severe,24,288,too_few_hours,ok,too_few_hours
95332234,2025-07,Extreme,0,288,too_few_hours,ok,too_few_hours
95332234,2025-08,Mild,72,336,ok,ok,ok
95332234,2025-08,Moderate,0,336,too_few_hours,ok,too_few_hours
95332234,2025-08,Severe,0,336,too_few_hours,ok,too_few_hours
