Site_ID,DroughtLevel,DroughtLevel_CN,n_site_months,DeltaCBI,SPI_intensity,Duration_days,LAI,FAPAR,soil_moisture,soil_temperature,Longitude,Latitude,elevation,slope,aspect_sin,aspect_cos,canopy_height,nighttime_light,built_up_distance
95332229,Severe,重度干旱,2,0.07715653508654977,1.875012993812561,14.0,6.021428571428571,0.9000000000000001,0.33490274849999996,22.95075334857143,117.8937625,27.86000655,545.0,25.351821899414062,0.9291640980953915,0.36966752469019737,19.0,,
95332230,Extreme,极端干旱,2,0.048535172825928036,2.39896559715271,12.0,4.075,0.79,0.15853369874999998,24.88492838666667,118.1949041,27.56726697,273.0,23.751718521118164,-0.25997336029263046,0.9656157889855355,4.0,,
95332230,Mild,轻度干旱,5,0.14362097793723216,0.9922139644622803,54.0,2.8907407407407413,0.7051851851851852,0.19482482564814815,16.25444878514815,118.1949041,27.56726697,273.0,23.751718521118164,-0.25997336029263046,0.9656157889855355,4.0,,
95332230,Moderate,中度干旱,7,0.06414768223670363,1.440876364707947,51.0,3.7647058823529407,0.752549019607843,0.2064872298039216,18.993604474313724,118.1949041,27.56726697,273.0,23.751718521118164,-0.25997336029263046,0.9656157889855355,4.0,,
95332230,Severe,重度干旱,3,0.03541869456841919,1.987448930740356,13.0,5.376923076923077,0.8623076923076923,0.18841532346153844,24.744290865384617,118.1949041,27.56726697,273.0,23.751718521118164,-0.25997336029263046,0.9656157889855355,4.0,,
95332231,Extreme,极端干旱,1,0.004641799560266113,2.299917221069336,4.0,6.1,0.9,0.24981504275,23.8491210925,117.7169739,27.06687783,210.0,28.266414642333984,-0.5598572897784605,0.8285890507856816,18.0,,
95332231,Mild,轻度干旱,4,0.030414203788890988,0.988737165927887,29.0,5.172413793103448,0.8468965517241379,0.3069062233103448,22.267218930000002,117.7169739,27.06687783,210.0,28.266414642333984,-0.5598572897784605,0.8285890507856816,18.0,,
95332231,Moderate,中度干旱,5,0.1001657246845348,1.4887615442276,30.0,5.173333333333333,0.827,0.3078825979,23.321484376333334,117.7169739,27.06687783,210.0,28.266414642333984,-0.5598572897784605,0.8285890507856816,18.0,,
95332231,Severe,重度干旱,2,0.07602189617055116,1.840463519096375,13.0,5.915384615384616,0.8976923076923078,0.2617026142307692,24.304186698461535,117.7169739,27.06687783,210.0,28.266414642333984,-0.5598572897784605,0.8285890507856816,18.0,,
95332232,Mild,轻度干旱,6,-0.06929161992714072,0.977722704410553,45.0,4.864444444444444,0.7913333333333334,0.28279524577777776,21.708478010444445,117.4091708,25.81640582,363.0,28.576313018798828,-0.5529976231842546,0.833182830327513,21.0,,
