DroughtLevel,Layer,feature,importance_mean,importance_std,folds_used
Extreme,site_month,slope,0.3339674576353811,0.09614013611024476,13
Extreme,site_month,soil_temperature,0.1644820231484957,0.060235427728830546,13
Extreme,site_month,elevation,0.12753269942393283,0.05813671303188523,13
Extreme,site_month,SPI_intensity,0.08129046146983301,0.03139372032905747,13
Extreme,site_month,soil_moisture,0.07439345230319885,0.03144420581872891,13
Extreme,site_month,aspect_cos,0.051662890234659815,0.0226259677830558,13
Extreme,site_month,aspect_sin,0.04571129497685711,0.021493818204232996,13
Extreme,site_month,Duration_days,0.033926452504131545,0.009004092552132026,13
Extreme,site_month,LAI,0.030785844851402906,0.01036866936171453,13
Extreme,site_month,canopy_height,0.02944741163775929,0.011841930525351508,13
Extreme,site_month,FAPAR,0.026800011814347876,0.006514566500493178,13
