DroughtLevel,Layer,n_samples,n_features,CV_method,R2_cv,RMSE_cv,Baseline_RMSE_cv,RMSE_improvement_vs_baseline,note
Severe,site_month,44,11,Leave-One-Site-Out,0.04668911848725177,0.11054913133714825,0.1167866733226414,0.006237541985493145,Baseline uses training-fold mean for each validation fold.
