DroughtLevel,Layer,observed,predicted_cv,baseline_predicted_cv
Mild,site_month,0.17098909665853634,0.06331991637568826,0.0021414657023117404
Mild,site_month,-0.009325619202945945,-0.031635143336858525,0.0021414657023117404
Mild,site_month,0.014103932809394704,0.028636994122044943,0.0021414657023117404
Mild,site_month,-0.027596327791239827,-0.013062902554166455,0.0021414657023117404
Mild,site_month,-0.06653088283066122,0.02161847974704903,0.007682708716760132
Mild,site_month,-0.33843820401323993,-0.012411399039932108,0.007682708716760132
Mild,site_month,0.010276623915721372,-0.04999507034350253,0.007682708716760132
Mild,site_month,-0.013439585578839008,0.048853124900865456,0.007682708716760132
Mild,site_month,-0.12194867853220692,-0.004422720856379144,0.007682708716760132
Mild,site_month,-0.1652754402930091,0.011417454956779663,0.007682708716760132
Mild,site_month,0.04483248518665861,-0.010360741482413408,0.0016890663878826636
Mild,site_month,-0.10517424011774357,-0.07516826750105061,0.0016890663878826636
Mild,site_month,-0.15922599875348487,-0.0034388682950700694,0.0016890663878826636
Mild,site_month,0.15106109652341293,-0.08627640782792578,0.0016890663878826636
Mild,site_month,-0.03563883732199402,-0.08484757777235175,0.0016890663878826636
Mild,site_month,0.1466324325231917,-0.02377820487891842,0.0016890663878826636
Mild,site_month,0.18087323733385963,-0.01694761119045461,0.0016890663878826636
Mild,site_month,-0.3420895552023906,-0.016854752634804692,0.00558011361906863
Mild,site_month,0.0008338085861779865,-0.02279600569693066,0.00558011361906863
Mild,site_month,-0.1037452601549459,0.029596026424472992,0.00558011361906863
Mild,site_month,-0.047642390182143446,-0.004404420396028457,0.00558011361906863
Mild,site_month,0.11340416594879815,0.010956002617528562,0.00558011361906863
Mild,site_month,0.14969798205721807,0.16429267443223142,-0.0018841490980054155
Mild,site_month,0.0657719485073045,0.07842234999599013,-0.0018841490980054155
Mild,site_month,0.3479461024684155,-0.03987286715873028,-0.0018841490980054155
Mild,site_month,-0.04387187350906818,-0.0420536266565762,-0.0018841490980054155
Mild,site_month,0.018802809286844135,-0.021790599208055362,-0.0018841490980054155
Mild,site_month,-0.021455656789576616,-0.032020182067248604,-0.0018841490980054155
Mild,site_month,0.06044735989158012,-0.031362385741072744,-0.0018841490980054155
Mild,site_month,0.18726610821816547,0.09343223321424265,-0.0018841490980054155
Mild,site_month,0.22730598799251323,0.02744550241615124,0.002743864740789112
Mild,site_month,0.3006103367598699,-0.03063180166206386,0.002743864740789112
Mild,site_month,-0.2261364871867828,-0.007830006364083857,0.002743864740789112
Mild,site_month,-0.13437009588773918,0.0020347867851285522,0.002743864740789112
Mild,site_month,-0.06296311146172329,0.011379237797554464,0.002743864740789112
Mild,site_month,-0.11817481354857318,0.0007864216645942452,0.002743864740789112
Mild,site_month,0.07675900906455546,0.037832882380088695,0.002743864740789112
Mild,site_month,0.08591865383709318,0.14241833818964145,0.003038699560842336
Mild,site_month,0.06548254268937159,0.03161824512111183,0.003038699560842336
Mild,site_month,-0.048366802030582634,0.022174415255195975,0.003038699560842336
Mild,site_month,-0.14048412896595297,-0.016179943051435296,0.003038699560842336
Mild,site_month,-0.19467954594055292,0.008454699764217527,0.003038699560842336
Mild,site_month,0.13167388065088204,0.01441826040725233,0.003038699560842336
Mild,site_month,-0.06453618882977968,0.003070356550067278,0.003038699560842336
Mild,site_month,0.18624622123439405,0.16990718012087336,0.003038699560842336
Mild,site_month,0.14177355588815777,0.0620167067528153,0.0008184618908088348
Mild,site_month,0.004677028605602818,-0.053692260520887825,0.0008184618908088348
Mild,site_month,0.03963171449153713,-0.026679346948018972,0.0008184618908088348
Mild,site_month,-0.015281455162979074,-0.04450218048798784,0.0008184618908088348
Mild,site_month,-0.06908421187223546,0.0009759504333934345,0.0008184618908088348
Mild,site_month,0.12913721732871675,-0.015981611491758255,0.0008184618908088348
Mild,site_month,0.12483820965032211,0.10123477682216736,0.0008184618908088348
Mild,site_month,0.015597695050379778,0.18595619992318824,0.0030794310302050707
Mild,site_month,-0.032755328454402766,-0.03785502086216374,0.0030794310302050707
Mild,site_month,0.06733237050038432,0.009628280680482952,0.0030794310302050707
Mild,site_month,0.07896670228594882,-0.04143312851144909,0.0030794310302050707
Mild,site_month,-0.18268568019799636,-0.005045152931069885,0.0030794310302050707
Mild,site_month,0.06592649906964043,0.027881570319289416,0.0030794310302050707
Mild,site_month,-0.00035750851305993425,0.10364838568986895,0.0030794310302050707
Mild,site_month,-0.03629271449970606,0.010790919843368916,0.002469714244382334
Mild,site_month,-0.16014284253037275,-0.05533282487055138,0.002469714244382334
Mild,site_month,0.029702045385500864,-0.0438144512290594,0.002469714244382334
Mild,site_month,0.09610017951385019,-0.018005962826946862,0.002469714244382334
Mild,site_month,0.17039560482791383,0.08336617479060601,0.002469714244382334
Mild,site_month,0.04098475356113873,-0.02032217019604017,0.0026331960082140475
Mild,site_month,-0.14324178712322055,-0.06396081930228371,0.0026331960082140475
Mild,site_month,-0.030459228777371727,-0.023262597366755674,0.0026331960082140475
Mild,site_month,0.09928066054666751,-0.0440555030739099,0.0026331960082140475
Mild,site_month,0.10802168285988811,0.10248165354301639,0.0026331960082140475
Mild,site_month,0.29671886944486214,0.1366953651525994,0.0035261719007081186
Mild,site_month,-0.030959894133436583,-0.033967334483868565,0.0035261719007081186
Mild,site_month,-0.2549685122977027,-0.006343849246538118,0.0035261719007081186
Mild,site_month,-0.07562171525344041,0.0008096824877692173,0.0035261719007081186
Mild,site_month,0.0018990458627325957,0.13813921851047423,0.0035261719007081186
Mild,site_month,0.08932877327752242,0.12993232851141057,0.0016063040996067888
Mild,site_month,0.11549492925758731,0.05109268446543704,0.0016063040996067888
Mild,site_month,-0.1892085841703114,-0.03843293189940005,0.0016063040996067888
Mild,site_month,-0.010297424875262862,-0.03208258499839636,0.0016063040996067888
Mild,site_month,0.2274097415030843,0.1409302321820833,0.0016063040996067888
Mild,site_month,0.2668340935143556,0.13176251393393587,-8.48996563482713e-05
Mild,site_month,-0.07537366761125408,-0.024654116689327075,-8.48996563482713e-05
Mild,site_month,0.10190954043099654,-0.001264148566892173,-8.48996563482713e-05
Mild,site_month,0.15075487144947253,-0.023189661108295914,-8.48996563482713e-05
Mild,site_month,0.04904797562612839,0.11010353492631005,-8.48996563482713e-05
Mild,site_month,0.0021234849430433744,-0.008694655442161234,0.0025506734830245768
Mild,site_month,0.08152535025101992,-0.02073815398944477,0.0025506734830245768
Mild,site_month,-0.05242548621187837,-0.012846969291409532,0.0025506734830245768
Mild,site_month,0.05352052748107089,0.014552864292910726,0.0025506734830245768
Mild,site_month,-0.014590363784889648,0.022920302304351155,0.005992641492685607
Mild,site_month,-0.1561733770172018,-0.0030900666666198507,0.005992641492685607
Mild,site_month,-0.017008663354281972,0.015770825223571913,0.005992641492685607
Mild,site_month,-0.03520161103091923,0.020824922327220188,0.005992641492685607
Mild,site_month,-0.022054826614730016,0.04690707952631457,0.005992641492685607
Mild,site_month,-0.19174704024680989,0.03532344116705658,0.005992641492685607
Mild,site_month,-0.013407914553903444,0.015674446718864185,0.0031994377493665964
Mild,site_month,-0.13863599551845263,-0.001138670054085268,0.0031994377493665964
Mild,site_month,0.09465490232634799,0.009849668396496196,0.0031994377493665964
Mild,site_month,0.03205639918992487,0.0070334038202910995,0.0031994377493665964
Mild,site_month,0.012717461485692638,-0.020019454967045117,0.0031994377493665964
Mild,site_month,-0.0310597185378082,0.0032940120637074016,0.003966459115554746
Mild,site_month,-0.0002608279336038244,0.012760686588567749,0.003966459115554746
Mild,site_month,-0.2051608394604384,0.017101535432327376,0.003966459115554746
Mild,site_month,-0.017765933719159133,-0.0234218909123679,0.003966459115554746
Mild,site_month,0.026369925395372973,-0.007945301121504844,0.003966459115554746
Mild,site_month,0.10110741590782568,0.07923597194337932,0.003966459115554746
Mild,site_month,-0.10021317413708786,-0.024080532489270116,0.0052699366961973595
Mild,site_month,-0.09143962839243702,-0.022575574512825703,0.0052699366961973595
Mild,site_month,0.06809720602981728,-0.010413636134927835,0.0052699366961973595
Mild,site_month,0.02108990103936592,-0.0003957708041296191,0.0052699366961973595
Mild,site_month,0.03932151466386935,-0.0340750201192041,0.0052699366961973595
Mild,site_month,-0.07705418294489552,-0.025623057099469274,0.0052699366961973595
Mild,site_month,-0.20931339345136157,0.06151005914473198,0.0052699366961973595
Mild,site_month,0.03384958239899316,0.0779812276460093,0.0052699366961973595
Mild,site_month,-0.10821345741223765,-0.06559396896131303,0.004759473113221549
Mild,site_month,-0.05241921181837261,-0.05735861009802799,0.004759473113221549
Mild,site_month,-0.10384307904092793,-0.0670240522985842,0.004759473113221549
Mild,site_month,0.09188600034180405,-0.0405189722438224,0.004759473113221549
