ScenarioID,Site_ID,Event_ID,Event_Start_Date,Event_End_Date,Duration_Days,Minimum_SPI,Stage,Stage_Label,Window_Type,Window_Start,Window_End,Window_Days,Window_End_Relative_Day,Reference_CBI,Reference_Flag,Pair_Flag,Window_CBI,Window_Intercept,Window_R2,Window_n_hours,Window_MacroSD,Window_Flag,Delta_CBI
BASE,95332229,7,2025-08-12,2025-09-12,32,-2.1005795001983643,R01_07,结束后1-7天,recovery,2025-09-13,2025-09-19,7,7.0,0.3902269374276331,ok,ok,0.4325825368427334,12.657614053016138,0.7395945053258575,168,2.975823318395643,ok,0.04235559941510031
BASE,95332229,7,2025-08-12,2025-09-12,32,-2.1005795001983643,R08_14,结束后8-14天,recovery,2025-09-20,2025-09-26,7,14.0,0.3902269374276331,ok,ok,0.3127703133176234,15.60143682482338,0.5341165440637863,168,2.491263728612532,ok,-0.0774566241100097
BASE,95332229,7,2025-08-12,2025-09-12,32,-2.1005795001983643,R15_30,结束后15-30天,recovery,2025-09-27,2025-10-12,16,30.0,0.3902269374276331,ok,ok,0.41648278683589635,12.766033220861724,0.7021643924601566,384,3.1061731105105115,ok,0.026255849408263254
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,FullEvent,完整事件,event_reproduction,2025-08-12,2025-09-17,37,,0.7080473409246435,ok,ok,0.8232401073192134,3.15622301836747,0.8290834937225036,888,3.563969932792012,ok,0.11519276639456988
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,Early,事件前段,event_phase,2025-08-12,2025-08-24,13,,0.7080473409246435,ok,ok,0.8169377328631,3.5397716623729103,0.7714419537649772,312,3.5540322027668414,ok,0.10889039193845651
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,Middle,事件中段,event_phase,2025-08-25,2025-09-05,12,,0.7080473409246435,ok,ok,0.7982034649920593,3.5572818085225926,0.8644940504121584,288,3.5740041354697567,ok,0.0901561240674158
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,Late,事件后段,event_phase,2025-09-06,2025-09-17,12,,0.7080473409246435,ok,ok,0.8580777812291124,2.249564024838577,0.8766117958079905,288,3.5701531712237724,ok,0.15003044030446888
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,R01_07,结束后1-7天,recovery,2025-09-18,2025-09-24,7,7.0,0.7080473409246435,ok,ok,0.7233841314732704,6.413973282742212,0.8388320899744113,168,3.1709045411264123,ok,0.01533679054862691
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,R08_14,结束后8-14天,recovery,2025-09-25,2025-10-01,7,14.0,0.7080473409246435,ok,ok,0.7723533437398115,3.2644427781355283,0.8667680862227001,168,3.5484180433985677,ok,0.06430600281516796
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,R15_30,结束后15-30天,recovery,2025-10-02,2025-10-17,16,30.0,0.7080473409246435,ok,ok,0.7287208300409062,4.729139198884649,0.8717659743338926,384,4.22749740979468,ok,0.020673489116262656
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,FullEvent,完整事件,event_reproduction,2025-08-11,2025-09-18,39,,0.4213781248404654,ok,ok,0.4655998969410493,12.197885583591699,0.7341990341373944,936,3.221431004501852,ok,0.04422177210058392
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,Early,事件前段,event_phase,2025-08-11,2025-08-23,13,,0.4213781248404654,ok,ok,0.48234779829401964,12.017760733008847,0.718957397315939,312,3.1478427705567387,ok,0.06096967345355425
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,Middle,事件中段,event_phase,2025-08-24,2025-09-05,13,,0.4213781248404654,ok,ok,0.4906230066703737,11.132684893688769,0.7908155885476488,312,3.3339297106660313,ok,0.06924488182990829
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,Late,事件后段,event_phase,2025-09-06,2025-09-18,13,,0.4213781248404654,ok,ok,0.4255618091856136,13.391799476251904,0.7572431056474306,312,3.188709413238117,ok,0.004183684345148209
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,R01_07,结束后1-7天,recovery,2025-09-19,2025-09-25,7,7.0,0.4213781248404654,ok,ok,0.32968857554426007,15.70312185751051,0.715813549321182,168,2.6063911383808325,ok,-0.09168954929620532
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,R08_14,结束后8-14天,recovery,2025-09-26,2025-10-02,7,14.0,0.4213781248404654,ok,ok,0.4495592253780189,11.922880211059688,0.8269919326553411,168,3.0317602617179897,ok,0.028181100537553516
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,R15_30,结束后15-30天,recovery,2025-10-03,2025-10-18,16,30.0,0.4213781248404654,ok,ok,0.42274098244645875,12.552521922259434,0.7809215105823629,384,3.719769136979242,ok,0.0013628576059933617
BASE,95332233,6,2025-06-21,2025-07-11,21,-2.105762243270874,FullEvent,完整事件,event_reproduction,2025-06-21,2025-07-11,21,,0.5833059414365034,ok,ok,0.5918684389899925,9.377471357070968,0.8140602530515993,504,3.409874352032464,ok,0.008562497553489146
