总站点数,多等级森林图模型记录数,五级SiteMonth有效配对数,有五级有效配对的站点数,Mild有效配对数,Moderate有效配对数,Severe有效配对数,Extreme有效配对数,Delta_CBI均值,Delta_CBI中位数,Delta_CBI为正的配对数,Delta_CBI为负的配对数,PNG图件,PDF图件,优化版PNG图件,优化版PDF图件,绝对CBI对比版PNG图件,绝对CBI对比版PDF图件
27,8,333,27,159,114,44,16,0.0084113508183991,0.013067364551041294,180,153,E:\forest_microclimate\ForestMicroclimate\results\论文主图\Fig1_现象图\图1_现象图_主图.png,E:\forest_microclimate\ForestMicroclimate\results\论文主图\Fig1_现象图\图1_现象图_主图.pdf,E:\forest_microclimate\ForestMicroclimate\results\论文主图\Fig1_现象图\图1_现象图_主图_优化版.png,E:\forest_microclimate\ForestMicroclimate\results\论文主图\Fig1_现象图\图1_现象图_主图_优化版.pdf,E:\forest_microclimate\ForestMicroclimate\results\论文主图\Fig1_现象图\图1_现象图_主图_绝对CBI对比版.png,E:\forest_microclimate\ForestMicroclimate\results\论文主图\Fig1_现象图\图1_现象图_主图_绝对CBI对比版.pdf
