Site_ID,YearMonth,Month,Target_Class,Target_CBI,Target_n_hours_recomputed,Target_Macro_SD_recomputed,Normal_CBI,Normal_n_hours_recomputed,Normal_Macro_SD_recomputed,Delta_CBI,Target_Class_CN,Target_n_hours,Normal_n_hours_for_pair,Target_Macro_SD,Normal_Macro_SD_for_pair,Pass_Hours,Pass_Target_Macro_SD,Pass_Normal_Macro_SD,Pass_Hours_Plus_Macro_SD
95332229,2025-06,6,Mild,0.3907297341059557,144,2.5660711432106447,0.579938318276267,432,2.619127959037607,-0.18920858417031128,轻度干旱,144,432,2.566071143210643,2.6191279590376064,True,True,True,True
95332229,2025-08,8,Mild,0.4343945406139857,120,2.984361914724641,0.44469196548924855,264,2.7575203414350224,-0.010297424875262862,轻度干旱,120,264,2.984361914724641,2.757520341435024,True,True,True,True
95332229,2025-12,12,Mild,0.6237292653700477,376,4.288591073232705,0.3963195238669634,96,4.0122120752969,0.2274097415030843,轻度干旱,376,96,4.2885910732327055,4.012212075296899,True,True,True,True
95332230,2025-02,2,Mild,0.8592293052901409,456,4.002063974476457,0.5923952117757852,72,2.485833676160511,0.2668340935143556,轻度干旱,456,72,4.002063974476457,2.4858336761605107,True,True,True,True
95332230,2025-06,6,Mild,0.8530732915598586,72,2.6221414191373555,0.9284469591711125,432,2.774997456685245,-0.07537366761125397,轻度干旱,72,432,2.622141419137355,2.774997456685245,True,True,True,True
95332230,2025-07,7,Mild,0.7867201130240781,240,2.6184585226385426,0.6848105725930816,168,2.9666331515028146,0.10190954043099643,轻度干旱,240,168,2.6184585226385435,2.9666331515028146,True,True,True,True
95332230,2025-09,9,Mild,0.8503843785387489,192,3.7300130259852784,0.6996295070892765,240,3.5362038586380087,0.15075487144947242,轻度干旱,192,240,3.7300130259852775,3.536203858638008,True,True,True,True
95332230,2025-12,12,Mild,0.7246824367389386,328,4.8656002213872585,0.6756344611128103,96,4.597109866823207,0.04904797562612828,轻度干旱,328,96,4.865600221387258,4.597109866823206,True,True,True,True
95332231,2025-04,4,Mild,0.6705058463568356,144,5.112957397204125,0.6683823614137923,552,4.330414056115732,0.0021234849430433744,轻度干旱,144,552,5.112957397204126,4.330414056115732,True,True,True,True
95332231,2025-06,6,Mild,0.4697768203753519,144,3.1295746301113554,0.3882514701243321,120,2.8234377176820167,0.08152535025101981,轻度干旱,144,120,3.1295746301113563,2.8234377176820167,True,True,True,True
95332231,2025-07,7,Mild,0.3689005549160086,120,3.269371410668633,0.421326041127887,408,2.6055821910137134,-0.052425486211878425,轻度干旱,120,408,3.2693714106686333,2.605582191013711,True,True,True,True
95332231,2025-09,9,Mild,0.4316693010278216,288,3.1019626639814564,0.37814877354675064,192,2.9247556921003666,0.053520527481070945,轻度干旱,288,192,3.101962663981459,2.9247556921003657,True,True,True,True
