有效事件站点配对数,有效站点数,Delta_CBI均值,Delta_CBI中位数,缓冲增强或维持样本数,近似稳定样本数,缓冲减弱样本数,PNG图件,PDF图件
27,20,0.07266307761158589,0.0888292892281228,3,9,15,E:\forest_microclimate\ForestMicroclimate\results\论文主图\Fig2_暴露解释图\图2_暴露解释图.png,E:\forest_microclimate\ForestMicroclimate\results\论文主图\Fig2_暴露解释图\图2_暴露解释图.pdf
