AnalysisLayer,EvidenceChain,ScenarioID,Site_ID,Event_ID,Start_Date,End_Date,Duration_Days,Minimum_SPI,Drought_Level,Severity,Edge_Truncated,Reference_Search_Start,Reference_Search_End,Reference_Target_Days,Reference_Selected_Days,Event_MacroSD_Threshold,Event_CBI,Event_n_hours,Event_MacroSD,Event_Flag,Reference_CBI,Reference_n_hours,Reference_MacroSD,Reference_Flag,Delta_CBI,Pair_Flag,Event_ID_Robustness,Min_Daily_SPI
Hourly_state,Event_reference,E15,95332229,1.0,2025-01-01,2025-02-05,36,-1.814688801765442,Severe,50.63849425315857,True,2025-02-07,2025-03-08,30,8,,0.6303210677766982,408,4.516736624817329,ok,0.7696778215365421,192,4.5313084142335684,ok,-0.1393567537598439,ok,,
Hourly_state,Event_reference,E15,95332229,7.0,2025-08-12,2025-09-12,32,-2.1005795001983643,Extreme,44.885386288166046,False,2025-09-14,2025-10-13,30,26,,0.49729809530169516,768,2.892543937585684,ok,0.3902269374276331,624,2.9854491313169182,ok,0.10707115787406207,ok,,
Hourly_state,Event_reference,E15,95332230,1.0,2025-01-01,2025-02-05,36,-1.8582279682159424,Severe,43.31151866912842,True,2025-02-07,2025-03-08,30,8,,0.7945873015253082,408,4.901813757995095,ok,0.8124659663490887,192,4.957663258291,ok,-0.017878664823780532,ok,,
Hourly_state,Event_reference,E15,95332230,5.0,2025-06-21,2025-07-20,30,-1.696230173110962,Severe,35.05009788274765,False,2025-07-22,2025-08-20,30,17,,0.8159544326880317,720,3.3832130023642883,ok,0.7556713103887943,408,3.0397390086615568,ok,0.06028312229923738,ok,,
Hourly_state,Event_reference,E15,95332230,6.0,2025-08-12,2025-09-17,37,-2.39896559715271,Extreme,58.648909509181976,False,2025-09-19,2025-10-18,30,27,,0.8232401073192134,888,3.563969932792012,ok,0.7080473409246435,648,3.9646490323409234,ok,0.11519276639456988,ok,,
Hourly_state,Event_reference,E15,95332231,1.0,2025-01-01,2025-02-05,36,-1.8814245462417605,Severe,45.48811101913452,True,2025-02-07,2025-03-08,30,7,,0.621977817931913,408,4.699463768929719,ok,0.6879859106858863,168,4.887053318038532,ok,-0.06600809275397335,ok,,
Hourly_state,Event_reference,E15,95332231,4.0,2025-06-21,2025-07-12,22,-1.586986780166626,Severe,24.265007734298703,False,2025-07-14,2025-08-12,22,22,,0.48505422216825944,528,3.467318186703825,ok,0.42615138404587705,528,2.704152144617684,ok,0.058902838122382395,ok,,
Hourly_state,Event_reference,E15,95332231,5.0,2025-08-11,2025-09-18,39,-2.299917221069336,Extreme,55.17359781265259,False,2025-09-20,2025-10-19,30,20,,0.4655998969410493,936,3.221431004501852,ok,0.4213781248404654,480,3.4627581607605356,ok,0.04422177210058392,ok,,
Hourly_state,Event_reference,E15,95332231,6.0,2025-12-02,2025-12-31,30,-1.5569005012512207,Severe,30.76927125453949,True,2026-01-02,2026-01-31,30,0,,0.5878616321154386,712,4.557121221919285,ok,,0,,insufficient_hours,,event=ok;reference=insufficient_hours,,
Hourly_state,Event_reference,E15,95332232,2.0,2025-01-17,2025-02-05,20,-1.9296255111694336,Severe,22.923658192157745,False,2025-02-07,2025-03-08,20,1,,0.7967303427471067,408,5.05950807216635,ok,,24,,insufficient_hours,,event=ok;reference=insufficient_hours,,
Hourly_state,Event_reference,E15,95332232,3.0,2025-02-07,2025-03-02,24,-1.875718355178833,Severe,27.2657613158226,False,2025-03-04,2025-04-02,24,9,,0.878929320887983,576,5.101085759817567,ok,0.9209761620569101,216,6.371618937145622,ok,-0.042046841168927096,ok,,
Hourly_state,Event_reference,E15,95332232,4.0,2025-04-02,2025-04-08,7,-1.5204782485961914,Severe,9.190946578979492,False,2025-04-10,2025-05-09,7,7,,0.841912584413859,168,4.527803031981708,ok,0.9392217024243218,168,5.069188663213846,ok,-0.09730911801046283,ok,,
Hourly_state,Event_reference,E15,95332232,5.0,2025-05-19,2025-05-28,10,-1.709559679031372,Severe,11.284847676753998,False,2025-05-30,2025-06-28,10,10,,0.7151685745607849,240,2.95655846546116,ok,0.7279144446127107,240,3.2672045122068583,ok,-0.012745870051925845,ok,,
Hourly_state,Event_reference,E15,95332232,6.0,2025-06-21,2025-07-12,22,-1.8683881759643557,Severe,27.169841527938843,False,2025-07-14,2025-08-12,22,11,,0.6613111725048045,528,3.522827183797623,ok,0.6144092037142664,264,2.779065849275295,ok,0.046901968790538096,ok,,
Hourly_state,Event_reference,E15,95332233,2.0,2025-01-17,2025-02-05,20,-1.8282333612442017,Severe,22.433974504470825,False,2025-02-07,2025-03-08,20,2,,0.8255502874513052,408,4.9668559280980515,ok,,48,,insufficient_hours,,event=ok;reference=insufficient_hours,,
Hourly_state,Event_reference,E15,95332233,3.0,2025-02-08,2025-03-02,23,-1.7192891836166382,Severe,25.0442419052124,False,2025-03-04,2025-04-02,23,9,,0.8949122059056754,552,5.1038609128026975,ok,0.9466977370811117,216,6.1880069821982655,ok,-0.05178553117543627,ok,,
Hourly_state,Event_reference,E15,95332233,5.0,2025-05-12,2025-05-27,16,-1.6873574256896973,Severe,15.858039796352386,False,2025-05-29,2025-06-27,16,16,,0.7099457687425388,384,3.4098147521576134,ok,0.7218069322704511,384,3.3006632107615284,ok,-0.011861163527912333,ok,,
Hourly_state,Event_reference,E15,95332233,6.0,2025-06-21,2025-07-11,21,-2.105762243270874,Extreme,26.46912014484405,False,2025-07-13,2025-08-11,21,12,,0.5918684389899925,504,3.409874352032464,ok,0.5833059414365034,288,2.7385909612100754,ok,0.008562497553489146,ok,,
Hourly_state,Event_reference,E15,95332234,3.0,2025-01-24,2025-02-05,13,-1.637575626373291,Severe,15.052043616771698,False,2025-02-07,2025-03-08,13,2,,0.7953572355678175,312,5.649764398214661,ok,,48,,insufficient_hours,,event=ok;reference=insufficient_hours,,
Hourly_state,Event_reference,E15,95332234,4.0,2025-02-08,2025-03-02,23,-1.8815208673477173,Severe,25.875768661499023,False,2025-03-04,2025-04-02,23,8,,0.9007694485964205,552,5.071949708855531,ok,0.8432801785333802,192,5.604783850972982,ok,0.057489270063040276,ok,,
Hourly_state,Event_reference,E15,95332234,5.0,2025-04-02,2025-04-23,22,-1.6856850385665894,Severe,24.33686763048172,False,2025-04-25,2025-05-24,22,21,,0.8384207074593549,528,4.721556027152704,ok,0.8091795074492778,504,3.604078483282318,ok,0.02924120001007713,ok,,
Hourly_state,Event_reference,E15,95332234,9.0,2025-06-16,2025-07-14,29,-1.863465428352356,Severe,28.363433122634888,False,2025-07-16,2025-08-14,29,13,,0.6481987912761099,696,3.0658495800199237,ok,0.5929819186496178,312,2.5598296861072045,ok,0.05521687262649211,ok,,
Hourly_state,Event_reference,E15,95332235,2.0,2025-01-17,2025-02-05,20,-1.8939307928085327,Severe,23.079840540885925,False,2025-02-07,2025-03-08,20,1,,0.7266207494268352,408,5.747804487357193,ok,,24,,insufficient_hours,,event=ok;reference=insufficient_hours,,
