AnalysisLayer,EvidenceChain,Site_ID,YearMonth,Extreme,Normal,Delta_CBI,ScenarioID
Hourly_state,SiteMonth_CBI,95332226,2025-08,0.4406329606838463,0.4477471675815556,-0.007114206897709308,E15
Hourly_state,SiteMonth_CBI,95332226,2025-09,0.4168939102872129,0.32999972463174526,0.08689418565546764,E15
Hourly_state,SiteMonth_CBI,95332227,2025-08,0.513196070897878,0.4966915769511073,0.01650449394677067,E15
Hourly_state,SiteMonth_CBI,95332227,2025-09,0.4820466414597678,0.4579032920602133,0.02414334939955448,E15
Hourly_state,SiteMonth_CBI,95332227,2025-12,0.43317003828987743,0.5688053973137237,-0.13563535902384627,E15
Hourly_state,SiteMonth_CBI,95332228,2025-08,0.8215663081674572,0.7216042162649055,0.09996209190255179,E15
Hourly_state,SiteMonth_CBI,95332228,2025-09,0.8143267548881219,0.7737374589822099,0.04058929590591198,E15
Hourly_state,SiteMonth_CBI,95332229,2025-08,0.4861690727168563,0.44469196548924855,0.041477107227607724,E15
Hourly_state,SiteMonth_CBI,95332229,2025-09,0.5232496423261963,0.39813848589993567,0.12511115642626064,E15
Hourly_state,SiteMonth_CBI,95332230,2025-06,1.0880214141964908,0.9284469591711125,0.15957445502537826,E15
Hourly_state,SiteMonth_CBI,95332230,2025-08,0.764418472732068,0.8162064555656877,-0.05178798283361974,E15
Hourly_state,SiteMonth_CBI,95332230,2025-09,0.8140895733766478,0.6996295070892764,0.11446006628737138,E15
Hourly_state,SiteMonth_CBI,95332231,2025-08,0.47423753228380017,0.4371477375880645,0.037089794695735645,E15
Hourly_state,SiteMonth_CBI,95332231,2025-09,0.49322606202800706,0.37814877354675064,0.11507728848125642,E15
Hourly_state,SiteMonth_CBI,95332232,2025-06,0.677510080679325,0.6920295798049328,-0.014519499125607793,E15
Hourly_state,SiteMonth_CBI,95332232,2025-07,0.6570625255236522,0.5459477736926702,0.11111475183098196,E15
Hourly_state,SiteMonth_CBI,95332233,2025-06,0.6424871646314662,0.6613710304536893,-0.018883865822223123,E15
Hourly_state,SiteMonth_CBI,95332233,2025-07,0.5156821964285192,0.6136008122412814,-0.09791861581276218,E15
Hourly_state,SiteMonth_CBI,95332234,2025-04,0.6836150610143342,0.8813083065298715,-0.19769324551553724,E15
Hourly_state,SiteMonth_CBI,95332234,2025-06,0.48811502506677157,0.9087633696605957,-0.4206483445938241,E15
Hourly_state,SiteMonth_CBI,95332235,2025-04,0.8957165365516356,0.7872179359193673,0.10849860063226835,E15
Hourly_state,SiteMonth_CBI,95332236,2025-04,0.994206159246363,1.0645085748929999,-0.07030241564663686,E15
Hourly_state,SiteMonth_CBI,95332236,2025-06,1.3120224674187568,1.2566233997292593,0.05539906768949754,E15
Hourly_state,SiteMonth_CBI,95332237,2025-06,0.6328760666366865,0.9170454745369785,-0.284169407900292,E15
Hourly_state,SiteMonth_CBI,95332237,2025-07,0.8599268428806485,0.8182310201251313,0.0416958227555172,E15
Hourly_state,SiteMonth_CBI,95332238,2025-06,0.705247670027055,0.6859212001976364,0.019326469829418658,E15
Hourly_state,SiteMonth_CBI,95332239,2025-06,0.5565801894785777,0.5958635985072877,-0.03928340902870997,E15
Hourly_state,SiteMonth_CBI,95332239,2025-07,0.3980336161095734,0.5458042866693882,-0.1477706705598148,E15
Hourly_state,SiteMonth_CBI,95332239,2025-08,0.39806797804062954,0.4067706276782121,-0.008702649637582549,E15
Hourly_state,SiteMonth_CBI,95332240,2025-06,0.897138465401579,0.840279755783783,0.056858709617796044,E15
Hourly_state,SiteMonth_CBI,95332240,2025-08,0.8198869489746368,0.9359562839023813,-0.11606933492774452,E15
Hourly_state,SiteMonth_CBI,95332240,2025-12,0.819705268162518,0.8070443947916393,0.012660873370878734,E15
Hourly_state,SiteMonth_CBI,95332242,2025-09,0.6107386122001337,0.5295573605003283,0.08118125169980539,E15
Hourly_state,SiteMonth_CBI,95332243,2025-08,0.5489650748809333,0.4668300652238814,0.0821350096570519,E15
Hourly_state,SiteMonth_CBI,95332243,2025-09,0.49880001692873177,0.4342663877876604,0.06453362914107136,E15
Hourly_state,SiteMonth_CBI,95332244,2025-04,0.8675404239533564,0.7348031704219812,0.13273725353137522,E15
Hourly_state,SiteMonth_CBI,95332244,2025-06,0.4723893551591143,0.5549319239425441,-0.0825425687834298,E15
Hourly_state,SiteMonth_CBI,95332244,2025-07,0.4452537567510488,0.4610323101719892,-0.015778553420940422,E15
Hourly_state,SiteMonth_CBI,95332217,2025-04,0.7316531667362092,0.7359620624340122,-0.004308895697803017,E18
Hourly_state,SiteMonth_CBI,95332219,2025-04,1.0154551310320932,0.8589013293683732,0.15655380166372002,E18
