temperature_raw_rows,temperature_rows_after_qc,temperature_rows_after_dedup,hourly_rows_after_spi_merge,time_parse_rate,spi_match_rate,n_sites,utc_date_min,utc_date_max,temperature_file,spi_daily_wide_file,drought_event_file,drought_event_rows,drought_event_extreme_rows,output_dir
223992,223992,223992,223992,1.0,1.0,27,2025-01-20,2025-12-31,E:\forest_microclimate\ForestMicroclimate\results\时间序列图\逐小时温度对齐表.csv,E:\forest_microclimate\ForestMicroclimate\results\daily_SPI_result\各站点SPI30d逐日宽表_2025.xlsx,E:\forest_microclimate\ForestMicroclimate\results\daily_SPI_features\福建省观测站2025年daily_SPI干旱事件长表.csv,197,27,E:\forest_microclimate\ForestMicroclimate\results\robustness_sensitivity_results
